WareId	WareName	WareType	nGenre	nDetailType	nParticular	nLevel	nSeries	nCurrencyType	nUseType	nOrgPrice	nWareUseStyle	nDiscount	nRecommend	timeSaleStart	timeSaleClose	DiscountStart	DiscountClose	dwTimeout	nTimeFrameStartSale	nTimeFrameEndSale	Consumed
20008	Túi phúc vi hành	102	18	1	20014	4	0	0		5000								43200			100
20009	Túi Phúc Tứ Hỷ	102	18	1	20014	5	0	0		10000								43200			100
20010	Túi Phúc Bát Bửu	102	18	1	20014	6	0	0		10000								43200			100
20011	Bút lông	102	18	1	20045	1	0	0		100								43200			100
20012	Bút lông-Vu Lan	102	18	1	20089	1	0	0		150								43200			100
20013	Cường Hóa Truyền Phù	102	18	1	1198	1	0	0		10000								43200			100
20014	Trang Bị Trọng Chú Phù	102	18	1	1199	1	0	0		10000								43200			100
20015	Tần Lăng Truyền Lệnh	102	18	1	20123	1	0	0		1000								43200			100
20016	Chân đơn kim bài	102	18	1	1220	1	0	0		10000								43200			100
20017	Thẻ may mắn Bạch Kim	102	18	1	20124	1	0	0		10000								43200			100
20018	Thẻ may mắn Hoàng Kim	102	18	1	20125	1	0	0		10000								43200			100
20019	Thẻ may mắn Bạch Ngân	102	18	1	20126	1	0	0		10000								43200			100
20020	Thẻ may mắn Thanh Đồng	102	18	1	20127	1	0	0		10000								43200			100
20021	Thẻ Code	102	18	1	20128	1	0	0		10000								43200			100
20022	Ngọn lửa Seagame	102	18	1	20171	1	0	0		150								43200			100
20023	Tân Thủ Kim Bài	102	18	1	20189	1	0	0		10000								43200			100
20024	Túi dụng cụ	102	18	1	20222	1	0	0		100								43200			100
20025	Thịt gà tây	102	18	1	20198	1	0	0		150								43200			100
20026	Pháo hoa Nguyên Đán 2012	102	18	1	20196	1	0	2		200								43200			100
20027	Lệnh bài triệu hồi gia tộc	102	18	1	87	1	1	2		500								43200			0
20028	Lệnh Bài Hình Bộ	102	18	1	17	1	1	2		100								43200			100
20029	Từ Bi Tâm Kinh	102	18	1	18	1	1	2		100								43200			100
20030	Thiên Nhãn Phù	102	18	1	206	1	1	2		500								43200			0
20031	Cường Hóa Truyền Phù	102	18	1	1198	1	0	2		10000								43200			100
20032	Mã bài (Phiên Vũ)	102	1	12	33	4	0	0		750000								43200			100
20033	Chuông đất	102	18	4	20233	1	0	0		100								43200			100
20034	Giấy đỏ	102	18	7	20233	1	0	0		100								43200			100
20035	Giấy điệp	102	18	8	20233	1	0	0		100								43200			100
20036	Huyền Tinh Cấp 9	101	18	1	1	9	1	0		28800								43200			0
20037	Huyền Tinh Cấp 1	101	18	1	1	1	1	2		1								43200			0
20038	Huyền Tinh Cấp 3	101	18	1	1	3	1	2		10								43200			0
20039	Huyền Tinh Cấp 5	101	18	1	1	5	1	2		130								43200			0
20040	Huyền Tinh Cấp 7	101	18	1	1	7	1	2		1690								43200			0
20041	Huyền Tinh Cấp 9	101	18	1	1	9	1	2		28800								43200			0
538	Mã bài (Xích Thố)	102	1	12	34	4	0	2		3000								43200			
539	Mã bài (Bôn Tiêu)	102	1	12	35	4	0	2		6500								43200			
126	Đồng hành 4 skill	102	18	1	547	1	0	0		100000											
137	[Chân nguyên] Diệp Tịnh	102	1	24	1	1	0	0		100000								0			
138	[Chân nguyên] Bảo Ngọc	102	1	24	2	1	0	0		100000								0			
139	[Chân nguyên] Hạ Tiểu Sảnh	102	1	24	3	1	0	0		100000								0			
140	[Chân nguyên] Oanh Oanh	102	1	24	4	1	0	0		100000								0			
141	[Chân nguyên] Mộc Siêu	102	1	24	5	1	0	0		100000								0			
142	[Chân nguyên] Tử Uyển	102	1	24	6	1	0	0		100000								0			
143	[Chân nguyên] Tần Trọng	102	1	24	7	1	0	0		100000								0			
144	[Thánh Linh] Kim Quang Phát Hoạt	102	1	27	1	1	0	0		100000								0			
145	[Thánh Linh] Mộc Tinh Nhân Dã	102	1	27	2	1	0	0		100000								0			
146	[Thánh Linh] Thủy Tức Hàn Long	102	1	27	3	1	0	0		100000								0			
147	[Thánh Linh] Hỏa Thiên Nhất Thống	102	1	27	4	1	0	0		100000								0			
150	[Thánh Linh] Thổ Khiếu Vân Vân	102	1	27	5	1	0	0		100000								0			
786	Huyền Tinh Cấp 4	101	18	1	1	4	1	0		100								43200			0
787	Huyền Tinh Cấp 6	101	18	1	1	6	1	0		1000								43200			0
788	Huyền Tinh Cấp 8	101	18	1	1	8	1	0		28000								43200			0
789	Huyền Tinh Cấp 10	101	18	1	1	10	1	0		50000								43200			0
790	Huyền Tinh Cấp 11	101	18	1	1	11	1	0		375000								43200			0
791	Huyền Tinh Cấp 12	101	18	1	1	12	1	0		80000								43200			0
792	Huyền Tinh Cấp 2	101	18	1	1	2	1	0		5								43200			0
793	[Chân Vũ] Hoàng Điểu Truy Phong	102	1	26	40	2	0	0		50000								43200			0
794	[Chân Vũ] Hoàng Điểu Truy Phong	102	1	26	41	2	0	0		50000								43200			0
795	[Ngoại Trang] Hoàng Kim Trường Không Y	102	1	25	16	2	0	0		50000								43200			0
796	[Ngoại Trang] Hoàng Kim Thừa Ảnh Y	102	1	25	32	2	0	0		50000								43200			0
797	Tuyệt Thế Tuyết Vũ	102	1	12	55	4	0	0		800000								0			100
798	Hoan Hoan	102	1	12	25	4	0	0		750000								43200			100
799	Hỷ Hỷ	102	1	12	26	4	0	0		750000								43200			100
800	Tinh Thạch Thánh Hỏa	102	18	1	1331	4	1	0	1	10000								0			100
801	Lam Kỳ Lân	102	1	12	42	4	0	0		2500000								43200			
802	Mã bài (Lăng Thiên)	102	1	12	44	4	0	0		750000								43200			100
803	Ức Vân	102	1	12	47	4	0	0		1000000								43200			
804	[Mặt nạ] Đường Bá Hổ	102	1	13	61	1	0	0		35000								43200			
805	[Mặt nạ] Tuyệt Thế Quán	102	1	13	71	1	0	0		35000								43200			
806	[Mặt nạ] Lãnh Sương Nhiên	102	1	13	94	1	0	0		35000								43200			
807	[Mặt nạ] Thạch Phá Thiên	102	1	13	132	1	0	0		35000								43200			
808	[Mặt nạ] Túy Tăng	102	1	13	6	1	0	0		35000								43200			
809	[Mặt nạ] Đoạt Bảo Tặc	102	1	13	8	1	0	0		35000								43200			
900	[Mặt nạ] Tân Niên Hiệp Khách	102	1	13	18	1	0	0		35000								43200			
901	[Mặt nạ] Tân Niên Hiệp Nữ	102	1	13	19	1	0	0		35000								43200			
902	[Mặt nạ] Thu Hương	102	1	13	62	1	0	0		35000								43200			
903	[Mặt nạ] Khuynh Thành	102	1	13	25	1	0	0		35000								43200			
904	[Mặt nạ] Khuynh Quốc	102	1	13	26	1	0	0		35000								43200			
905	[Mặt nạ] Khuynh Thế	102	1	13	27	1	0	0		35000								43200			
906	Võ Lâm Mật Tịch (sơ)	103	18	1	191	1	0	0		100000								43200			
907	Võ Lâm Mật Tịch (trung)	103	18	1	191	2	0	0		150000								43200			
908	Tẩy Tủy Kinh (sơ)	103	18	1	192	1	0	0		100000								43200			
909	Tẩy Tủy Kinh (trung)	103	18	1	192	2	0	0		150000								43200			
910	Bánh ít bát bảo	103	18	1	326	2	0	0		200000								43200			
911	Bánh ít thập cẩm	103	18	1	326	3	0	0		200000								43200			
912	Ngọc Như Ý	103	18	1	475	1	0	0		5000								43200			
913	Thiệp bạc (cấp 2)	102	18	1	541	2	0	0		20000								43200			
914	Tinh phách thần kỳ (cấp 4)	102	18	1	544	4	0	0		2000								43200			
915	Thư Đồng Hành	102	18	1	566	1	0	0		10000								43200			
501	Bạch Câu Hoàn	102	18	1	71	1	1	2		36								43200			100
502	Đại Bạch Câu Hoàn	102	18	1	71	2	1	2		180								43200			100
503	Đại Bạch Câu Hoàn giảm 70%	102	18	1	348	1	1	2		54								43200			100
504	Cường Hiệu Bạch Câu Hoàn	102	18	1	71	3	1	2		540								43200			100
505	Đặc Hiệu Bạch Câu Hoàn	102	18	1	71	4	1	2		1480								43200	53	100000	100
506	Huyền Tinh Cấp 1	101	18	1	1	1	1	2		1								43200			0
507	Huyền Tinh Cấp 3	101	18	1	1	3	1	2		10								43200			0
508	Huyền Tinh Cấp 5	101	18	1	1	5	1	2		130								43200			0
509	Huyền Tinh Cấp 7	101	18	1	1	7	1	2		1690								43200			0
510	Huyền Tinh Cấp 9	101	18	1	1	9	1	2		28800								43200			0
511	Huyền Tinh 7 giảm 70%	102	18	1	350	7	1	2		672								43200			100
512	Huyền Tinh 9 giảm 70%	102	18	1	350	9	1	2		8640								43200			100
513	Thỏi vàng	102	18	1	118	1	1	2		830			1					43200			0
514	Thỏi vàng (đại)	102	18	1	118	2	1	2		100000			1					43200			0
515	Thùng rượu (5 bình)	102	18	1	189	1	1	2		30								43200			0
516	Thùng rượu (50 bình)	102	18	1	189	2	1	2		300			1					43200			0
517	Vô Hạn Truyền Tống Phù (1 tuần)	102	18	1	195	1	1	2	1	400			1					10080			0
518	Vô Hạn Truyền Tống Phù (1 tháng)	102	18	1	235	1	1	2	1	1500								43200			0
519	Vô Hạn Hồi Thành Phù (1 tuần)	102	18	1	23	1	1	2	1	200								10080			0
520	Vô Hạn Hồi Thành Phù (1 tháng)	102	18	1	234	1	1	2	1	750								43200			0
521	Càn Khôn Phù (10)	102	18	1	85	1	1	2		200			1					43200			0
522	Càn Khôn Phù giảm 70%	102	18	1	349	1	1	2		60								43200			100
523	Lệnh bài triệu hồi gia tộc	102	18	1	87	1	1	2		500			1					43200			0
524	Giấy phép bày bán	102	18	1	116	1	1	2		8								43200			100
525	Cửu Chuyển Tục Mệnh Hoàn	102	18	1	24	1	1	2		40			1					43200			100
526	Cửu Chuyển Tục Mệnh Hoàn (tự động sử dụng)	102	18	1	218	1	1	2		50	2							43200			100
527	Lệnh Bài Hình Bộ	102	18	1	17	1	1	2		100								43200			100
528	Từ Bi Tâm Kinh	102	18	1	18	1	1	2		100								43200			100
529	Không Bạch Tâm Thư (sơ)	102	20	1	463	1	1	2		20								43200			100
530	Không Bạch Tâm Thư (trung)	102	20	1	464	1	1	2		60								43200			100
531	Không Bạch Tâm Thư (cao)	102	20	1	465	1	1	2		180								43200			100
532	Kim Tê (cấp 3)	102	18	1	2	3	1	2		300			1					43200			0
533	Kim Tê (cấp 4)	102	18	1	2	4	1	2		2900								43200			0
534	Lệnh bài Tẩy Tủy Đảo	102	18	1	79	1	1	2		200								43200			100
535	Mã bài (Đại Uyển Mã)	102	1	12	15	2	1	2	1	120								43200			0
536	Mã bài (Ô Truy)	102	1	12	16	2	1	2	1	120								43200			0
537	Mã bài cấp 120	102	1	12	33	4	0	2		6888								43200			
538	Mã bài (Xích Thố)	102	1	12	34	4	0	2		3000								43200			
539	Mã bài (Bôn Tiêu)	102	1	12	35	4	0	2		6500								43200			
540	Mã bài (Phiên Vũ)	102	1	12	20001	4	0	2		10000								43200			100
541	Dây cương thần bí	102	18	1	237	1	0	2	1	820		80						43200	67	100000	100
542	Dây cương thần bí [ngựa cấp 90]	102	18	1	638	1	0	2		820								43200			
543	Chứng nhận di dân	102	18	1	117	1	1	2		200								43200			0
544	Tinh Khí Tán (500)	102	18	1	89	1	1	2		40			1					43200			0
545	Tinh Khí Tán (1000)	102	18	1	89	2	1	2		2000			1					43200			0
456	Tinh Khí Tán (1500)	102	18	1	89	3	1	2		215			1					43200			0
457	Hoạt Khí Tán (500)	102	18	1	90	1	1	2		40			1					43200			0
458	Hoạt Khí Tán (1000)	102	18	1	90	2	1	2		2000			1					43200			0
459	Hoạt Khí Tán (1500)	102	18	1	90	3	1	2		215			1					43200			0
550	Tinh Khí Tán-Rương	102	18	1	1172	1	0	2		240								43200			100
551	Hoạt Khí Tán-Rương	102	18	1	1173	1	0	2		240								43200			100
552	Thiên Nhãn Phù	102	18	1	206	1	1	2		500								43200			0
553	Túi phúc lợi tinh khí (500)	102	18	1	207	1	1	2		80								43200			0
554	Túi phúc lợi hoạt khí (500)	102	18	1	208	1	1	2		80								43200			0
555	Lệnh bài chúc phúc (sơ)	103	18	1	212	1	1	2		1600								43200			100
556	Lệnh bài chúc phúc (trung)	103	18	1	212	2	1	2		12650								43200			100
557	Lệnh bài chúc phúc (cao)	103	18	1	212	3	1	2		200000								43200			100
558	Võ Lâm Mật Tịch (trung)	102	18	1	191	2	0	2		4500		80						43200	67	100000	100
559	Tẩy Tủy Kinh (trung)	102	18	1	192	2	0	2		4500		80						43200	67	100000	100
560	Lệnh Bài Nghĩa Quân	103	18	1	84	1	0	2		35								43200			100
561	Lệnh Bài Nghĩa Quân (x50)	103	18	1	470	1	0	2		400								43200			100
562	Tiếp Viện Nghĩa Quân (x50)	103	18	1	469	1	0	2		6000								43200	74	100000	100
563	Lệnh bài thi đấu môn phái (cao)	103	18	1	81	3	0	2		500								43200			100
564	Lệnh Bài Bạch Hổ Đường (cao)	103	18	1	111	3	0	2		120								43200			100
565	Lệnh Bài Gia Tộc (cao)	103	18	1	110	3	0	2		500								43200			100
566	Lệnh bài chiến trường (Dương Châu)	103	18	1	112	1	0	2		45								43200			100
567	Lệnh bài chiến trường (Phượng Tường)	103	18	1	112	2	0	2		85								43200			100
568	Lệnh bài Uy danh giang hồ	103	18	1	236	1	0	2		1000								43200			100
569	Lệnh bài phần thưởng Bang hội	102	18	1	340	1	0	2		5000								43200			100
570	Lệnh bài mở rộng rương Lv2	102	18	1	216	2	0	2		7900								43200			
571	Lệnh Bài Quân Doanh Vô Hạn (1 tháng)	102	20	1	607	1	1	2		200								43200			
572	Lệnh bài điểm nhiệm vụ kinh nghiệm (5 điểm)	102	18	1	1117	1	0	2		5								43200			100
573	Lệnh bài điểm nhiệm vụ kinh nghiệm (10 điểm)	102	18	1	1117	2	0	2		10								43200			100
574	Lệnh bài điểm nhiệm vụ kinh nghiệm (100 điểm)	102	18	1	1117	3	0	2		100								43200			100
575	Lệnh bài tam tu	102	18	1	1274	1	0	2		100								43200			100
576	Câu Hồn Ngọc (cao)	102	18	1	146	3	0	2		12000								43200	81	100000	0
577	Dị Mã Phù	102	18	1	238	1	0	2		288								43200			100
578	Rương Hồn Thạch (100 cái)	101	18	1	244	1	0	2		800			1					43200			0
579	Rương Hồn Thạch (1000 cái)	101	18	1	244	2	0	2		7800			1					43200			0
580	Rương Hồn Thạch (100)	102	18	1	1156	1	0	2		1120								43200			100
581	Rương Hồn Thạch (100)	102	18	1	1156	2	0	2		800								43200			100
582	Rương Hồn Thạch (1000)	102	18	1	1157	1	0	2		10920								43200			100
583	Rương Hồn Thạch (1000)	102	18	1	1157	2	0	2		7800								43200			100
584	Rương Dạ Minh Châu	102	18	1	382	1	0	2		10000			1					43200	180	100000	0
585	Rương Linh Chi Tục Mệnh Hoàn	102	18	1	241	1	0	2		600			1					43200			0
586	Rương Tuyết Sam Phản Khí Hoàn	102	18	1	242	1	0	2		600			1					43200			0
587	Rương Diêu Trì Đại Hoàn Đơn	102	18	1	243	1	0	2		600			1					43200			0
588	Rương Đại Mã Tam	102	18	1	388	1	0	2		831								43200			
589	Rương cổ mộc	102	18	1	389	1	0	2		500								43200			
590	Rương Nguyệt Ảnh Nguyên Thạch	102	18	1	530	1	0	2		10000								43200	96	100000	
591	Nguyệt Ảnh Nguyên Thạch	102	22	1	91	2	0	2		100								43200	96	100000	
592	Rương Than đá (tiểu)	102	18	1	961	1	0	2		700								43200			
593	Rương Than đá (đại)	102	18	1	961	2	0	2		7000								43200			
594	Rương Bổ Tu Lệnh	102	18	1	1174	1	0	2		3000								43200			100
595	Rương Ngựa Xích Thố	102	18	1	1175	1	0	2		1200								43200			100
596	Rương chứa đồ 4	102	18	1	730	1	0	2		50000								43200			100
597	Rương Mật Tịch (cao)	102	18	1	1052	1	0	2		200								43200			
598	Túi kỷ niệm 20 năm	102	18	1	256	1	0	2		500								43200			100
599	Túi lương nghĩa quân	103	18	1	341	1	0	2		120								43200	74	100000	100
600	Túi quà thăng cấp	102	18	1	639	1	0	2		2000								43200		30	100
601	Túi quà cường hóa	102	18	1	640	1	0	2		2500								43200			100
602	Túi quà danh vọng	102	18	1	641	1	0	2		6880								43200		30	100
603	Túi thức ăn	102	18	1	684	1	0	2		100								43200			
604	Túi Kim Châu Ngọc Thúy	102	18	1	1041	1	0	2		10000								43200			0
605	Túi sự kiện	102	18	1	1137	1	0	2		200								43200			100
606	Túi dụng cụ	102	18	1	20222	1	0	2		100								43200			100
607	Túi quà Tu Luyện Đơn	102	18	1	650	1	0	2		1800								43200			33
608	Túi quà Lệnh bài chúc phúc	102	18	1	651	1	0	2		300000								43200			50
609	Túi quà Huyền Tinh cấp 7	101	18	1	652	1	0	2		2250								43200			50
610	Túi quà Huyền Tinh cấp 9	101	18	1	653	1	0	2		28900								43200			50
611	Túi quà rương Hồn Thạch nhỏ	101	18	1	654	1	0	2		850								43200			0
612	Túi quà rương Hồn Thạch lớn	101	18	1	655	1	0	2		8500								43200			0
613	Túi quà Bạch Câu Hoàn đặc biệt	102	18	1	656	1	0	2		7400								43200			50
614	Túi Phúc Tinh Long	102	18	1	1048	1	0	2		200								43200			
615	Túi Phúc Lệnh Bài	102	18	1	1049	1	0	2		200								43200			
616	Túi Phúc Kim Ngân	102	18	1	1050	1	0	2		200								43200			
617	Túi Phúc Hoa Hạ	102	18	1	1051	1	0	2		200								43200			
618	Túi Phúc Huyền Thiên	102	18	1	1092	1	0	2		200								43200			
619	Túi Phúc Bảo Ngân	102	18	1	1093	1	0	2		200								43200			
620	Túi Phúc Dương Châu	102	18	1	1094	1	0	2		200								43200			
621	Túi Phúc Năm Mới	102	18	1	1118	3	0	2		100								43200			
622	Túi Phúc Cửu Long	102	18	1	1118	4	0	2		200								43200			
623	Túi Phúc Thần Châu	102	18	1	1118	5	0	2		200								43200			
624	Túi Phúc Thiên Điệp	102	18	1	1170	1	0	2		200								43200			
625	Túi Phúc Đồng Hành	102	18	1	1170	2	0	2		200								43200			
626	Túi Phúc Như Ý	102	18	1	1170	3	0	2		200								43200			
627	Túi Phúc Huyền Võ	102	18	1	618	1	0	2		200								43200			
628	Túi Phúc Bạch Hổ	102	18	1	619	1	0	2		200								43200			
629	Túi Phúc Lăng Vân	102	18	1	1249	8	0	2		200								43200			
630	Túi Phúc Cô Tinh	102	18	1	1249	9	0	2		200								43200			
631	Túi Phúc Chiến Thần	102	18	1	1249	10	0	2		200								43200			
632	Túi Phúc Võ Thần	102	18	1	1249	11	0	2		200								43200			
633	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1283	1	0	2		200								43200			
634	Túi Huyền Tinh cấp 5	101	18	1	1287	1	0	2		180								43200			100
635	Túi Huyền Tinh cấp 5 (lớn)	101	18	1	1288	1	0	2		1800								43200			100
636	Túi Huyền Tinh cấp 7 (lớn)	101	18	1	1289	1	0	2		22500								43200			100
637	Túi phúc mừng tròn năm (vị trí)	102	18	1	1298	2	0	2		200								43200			
638	Túi phúc cường hóa	102	18	1	20014	1	0	2		2548								43200			100
639	Túi phúc tiền điểm	102	18	1	20014	2	0	2		1648								43200			100
640	Túi kinh nghiệm	102	18	1	20014	3	0	2		2100								43200			100
641	Túi phúc vi hành	102	18	1	20014	4	0	2		5000								43200			100
642	Túi Phúc Tứ Hỷ	102	18	1	20014	5	0	2		10000								43200			100
643	Túi Phúc Bát Bửu	102	18	1	20014	6	0	2		10000								43200			100
644	Hộp giáng sinh	102	18	1	270	1	1	2		680								43200			0
645	Kẹo giáng sinh	102	18	1	271	1	1	2		99								43200			0
646	Thỏi bạc bang hội (tiểu)	102	18	1	284	1	1	2		1500								43200			100
647	Thỏi bạc bang hội (đại)	102	18	1	284	2	1	2		12500								43200			100
648	Thỏi bạc bang hội (-50%) (lớn)	102	18	1	399	2	1	2		5000								43200			100
649	Bạc khóa chuyên dùng cho hoạt động liên server	102	18	1	490	1	0	2		500			1					43200			100
650	Bạc khóa quân đoàn (1000 đồng)	102	18	1	964	1	0	2		1000	2							43200			100
651	Bạc khóa quân đoàn (10000 đồng)	102	18	1	965	1	0	2		10000	2							43200			100
652	Thỏi bạc Tây Sơn	102	18	1	260	1	1	2		500	2							43200			100
653	Thỏi bạc Tây Sơn (đại)	102	18	1	260	2	1	2		5000	2							43200			100
654	Thỏi vàng Tây Sơn	102	18	1	261	1	1	2		500	2							43200			100
655	Thỏi vàng Tây Sơn (đại)	102	18	1	261	2	1	2		5000	2							43200			100
656	Chìa khóa đồng	102	18	1	77	1	1	2		30								43200			
657	Chìa khóa bạc	102	18	1	82	1	1	2		60								43200			
658	Chìa khóa vàng	102	18	1	187	1	1	2		100								43200			
659	Bản đồ bí cảnh	102	18	1	251	1	0	2		10000								0			16
660	Bộ bản đồ Bí Cảnh	102	18	1	489	1	0	2		2488			1					43200			
661	Bộ bản đồ Bí Cảnh (lớn)	102	18	1	489	2	0	2		4488			1					43200			
662	Ốc biển truyền thanh (tiểu)	102	18	1	113	1	1	2		50		20	1					43200			100
663	Ốc biển truyền thanh (trung)	102	18	1	113	2	1	2		450								43200			100
664	Ốc biển truyền thanh (đại)	102	18	1	113	3	1	2		2000								43200			100
665	Hoa hồng	102	18	1	373	1	0	2		160								43200			100
666	Giỏ hoa hồng	102	18	1	383	1	0	2		15840								43200			0
667	Vạn Vật Quy Nguyên Đơn	102	18	1	384	1	0	2		7200			1					43200			100
668	Liên Đấu Hắc Thiết Bài	103	18	1	215	1	0	2		2500								0			
669	Liên Đấu Hoàng Kim Bài	103	18	1	215	4	0	2		150000								0			
670	Bách Bộ Xuyên Dương Cung	103	18	1	263	1	0	2		3000								0			
671	Bách Bộ Xuyên Dương Cung(x50)	103	18	1	376	1	0	2		150000								0			
672	Tần Lăng-Mạc Kim Phù	103	18	1	366	1	0	2		6000								0			
673	Tần Lăng-Mạc Kim Phù(x50)	103	18	1	375	1	0	2		300000								0			
674	Tần Lăng-Hòa Thị Bích	103	18	1	356	1	0	2		200000								0			100
675	Bánh ít bát bảo	102	18	1	326	2	0	2		8000								43200	87	100000	100
676	Bánh ít thập cẩm	102	18	1	326	3	0	2		8000								43200	87	100000	100
677	Trứng Thịnh Hạ	102	18	1	358	1	0	2		200								43200	20	100000	100
678	Bách Luyện Hoàn	102	18	1	468	1	0	2		780			1					43200			100
679	Thẻ đoàn viên	102	18	1	402	1	0	2		100								1440			100
680	Anh Hùng Thiếp	102	18	1	471	1	0	2		500								43200			100
681	Anh Hùng Lệnh	103	18	1	667	1	0	2		21888								43200			100
682	Bổ Tu Lệnh	102	18	1	479	1	0	2		10000								43200	87	100000	100
683	Tu Luyện Đơn	102	18	1	258	1	0	2		1800			1					43200			100
684	Bùa sửa phòng cụ cường 15	102	18	3	1	15	0	2		1000								43200	96	100000	0
685	Bùa sửa trang sức cường 15	102	18	3	2	15	0	2		1500								43200	96	100000	0
686	Du Long Danh Vọng Lệnh (vé)	103	18	1	534	1	0	2		200000								0			
687	Quà Tết	102	18	1	551	1	0	2		400								43200			100
688	Võ Lâm Cao Thủ Lệnh (sơ) (Kim)	103	18	1	219	1	0	2		1200								43200			100
689	Võ Lâm Cao Thủ Lệnh (sơ) (Mộc)	103	18	1	222	1	0	2		1200								43200			100
690	Võ Lâm Cao Thủ Lệnh (sơ) (Thủy)	103	18	1	225	1	0	2		1200								43200			100
691	Võ Lâm Cao Thủ Lệnh (sơ) (Hỏa)	103	18	1	228	1	0	2		1200								43200			100
692	Võ Lâm Cao Thủ Lệnh (sơ) (Thổ)	103	18	1	231	1	0	2		1200								43200			100
693	Võ Lâm Cao Thủ Lệnh (Kim)	103	18	1	221	3	0	2		6000								43200			100
694	Võ Lâm Cao Thủ Lệnh (Mộc)	103	18	1	224	3	0	2		6000								43200			100
696	Võ Lâm Cao Thủ Lệnh (Hỏa)	103	18	1	230	3	0	2		6000								43200			100
697	Võ Lâm Cao Thủ Lệnh (Thổ)	103	18	1	233	3	0	2		6000								43200			100
698	[Mặt nạ] Ông già Noel	102	1	13	44	1	0	2		5000								43200			
699	[Mặt nạ] Thiếu nữ Noel	102	1	13	45	1	0	2		5000								43200			
700	[Mặt nạ] Phương Hành Giác	102	1	13	48	1	0	2		5000								43200			
701	[Mặt nạ] Khiên Vân Thủ	102	1	13	49	1	0	2		5000								43200			
702	Huân Chương Huy Hoàng	102	18	1	921	1	0	2		125								43200			
703	Thiên lý truyền âm	102	18	1	924	1	0	2		499								43200			
704	Thiên lý truyền âm (lớn)	102	18	1	925	1	0	2		2499								43200			
705	Giống cây lâu năm	102	18	1	295	1	0	2		165								43200			165
706	Than Đá	102	18	1	951	1	0	2		70								43200			
707	Giống cây	102	18	1	953	1	0	2		30								43200			
708	Huyền Chân Đơn	102	18	1	956	1	0	2		12800								43200			
709	Tử Chân Đơn	102	18	1	956	2	0	2		2500								43200			
710	Huyết Chân Đơn	102	18	1	956	3	0	2		6500								43200			
711	Giỏ Hoa Tình (10)	102	18	1	606	1	0	2		500								43200			0
712	Giỏ Hoa Tình (100)	102	18	1	605	1	0	2		5000								43200			0
713	Giỏ Hoa Tình (1000)	102	18	1	607	1	0	2		50000								43200			0
714	Thiên sơn hàn tửu	102	18	1	984	1	0	2		4800								43200			
715	Kỷ niệm chương Thịnh Hạ 2010	102	18	1	669	1	0	2		7000								43200			100
716	Hoàng Kim Tinh Hoa (Cấp 2)	102	18	1	672	1	0	2		100								43200			
717	Tương Tư Thạch	102	18	1	974	1	0	2		59								43200			
718	Ngọc Trúc Mai Hoa	103	17	3	2	7	1	0		5000								0			
719	Trứng gà	102	18	1	681	1	0	2		200								43200			
720	Hạt giống	102	18	1	686	1	0	2		30								43200			
721	Vàng thô	102	18	1	1029	1	0	2		150								43200			
722	Quả xí muội (sơ)	102	18	1	1035	1	0	2		150								43200			
723	Quả xí muội (trung)	102	18	1	1035	2	0	2		150								43200			
724	Quả xí muội (cao)	102	18	1	1035	3	0	2		150								43200			
725	Kim Châu Ngọc Thúy	102	18	1	1023	1	0	2		100								43200			0
726	Bút lông	102	18	1	20045	1	0	2		100								43200			100
727	Bút lông-Vu Lan	102	18	1	20089	1	0	2		150								43200			100
728	Bút lông đặc biệt	102	18	1	1054	1	0	2		100								43200			0
729	Bạch Hổ Đường Truyền Lệnh	102	18	1	1060	1	0	2		800								43200			0
730	Bạch Ngọc 	102	18	1	717	1	0	2		7500								43200			100
731	Que Diêm	102	18	1	1089	1	0	2		50								43200			0
732	Bình rượu	102	18	1	1095	1	0	2		50								43200			0
733	Rượu đào thượng hạng	102	18	1	1098	1	0	2		200								43200			0
734	Thịt Ngỗng	102	18	1	1079	1	0	2		150								43200			0
735	Hàn Vũ Hồn Châu	102	18	1	510	1	0	2		100								43200	29	100000	100
736	Nồi bánh	102	18	1	1121	1	0	2		100								43200			100
737	Mâm vàng	102	18	1	1124	1	0	2		150								43200			100
738	Kỷ niệm cuộc thi Nữ anh hùng [24 ô]	102	18	1	724	1	0	2		50000								43200			100
739	Tuyết Hồn	102	1	12	41	4	0	2		9900								43200			100
740	Tuyết Hồn Lệnh	102	18	1	727	1	0	2		6000								43200			100
741	Hạt hi vọng	102	18	1	1197	1	0	2		100								43200	29	100000	100
742	Băng Cơ Ngọc Liên	102	18	1	648	1	0	2		30000								43200			100
743	Danh Túc Tâm Đắc	102	18	1	649	1	0	2		99								43200			100
744	Tuyết Linh Thạch	102	18	1	962	1	0	2		99								43200			100
745	Kênh phân phối nhiệm vụ tiêu hao vật phẩm	102	18	1	993	1	0	2		1	2							43200			100
746	Kênh phân phối nhiệm vụ tiêu hao vật phẩm	102	18	1	993	2	0	2		10	2							43200			100
747	Kênh phân phối nhiệm vụ tiêu hao vật phẩm	102	18	1	993	3	0	2		100	2							43200			100
748	Kênh phân phối nhiệm vụ tiêu hao vật phẩm	102	18	1	993	4	0	2		1000	2							43200			100
749	Lá dong	102	18	1	1212	1	0	2		150								43200			100
750	Lương khô	102	18	1	1263	1	0	2		100								43200			100
751	Cán cờ	102	18	1	1269	1	0	2		100								43200			100
