Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Ngoại trang] Lưu Tiên Thủy Văn Đai	Nón	1	1	26	36	2	\image\item\equip\helm\wz_fm_2_mao_s.spr	\image\item\equip\helm\wz_fm_2_mao.spr	19				1	50000			3	0	upgradeequip		32	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Mộ Quang Lưu Hà	Cánh	1	1	26	37	2	\image\item\equip\helm\wz_fm_3_mao_s.spr	\image\item\equip\helm\wz_fm_3_mao.spr	19				1	50000			3	0	upgradeequip		33	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Mộ Quang Lưu Hà	Cánh	1	1	26	37	2	\image\item\equip\helm\wz_fm_3_mao_s.spr	\image\item\equip\helm\wz_fm_3_mao.spr	19				1	50000			3	0	upgradeequip		33	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Mộ Quang Lưu Hà	Cánh	1	1	26	37	2	\image\item\equip\helm\wz_fm_3_mao_s.spr	\image\item\equip\helm\wz_fm_3_mao.spr	19				1	50000			3	0	upgradeequip		33	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Chân Vũ] Uyên Ương Hồ Điệp	Cánh	1	1	26	38	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip	2		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Chân Vũ] Uyên Ương Hồ Điệp	Cánh	1	1	26	39	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip		2	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Chân Vũ] Hoàng Điểu Truy Phong	Cánh	1	1	26	40	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip	1		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Chân Vũ] Hoàng Điểu Truy Phong	Cánh	1	1	26	41	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip		1	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Chân Vũ] Uyên Ương Hồ Điệp	Cánh	1	1	26	42	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip	2		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Chân Vũ] Uyên Ương Hồ Điệp	Cánh	1	1	26	43	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip		2	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Long Minh Quán	Nón	1	1	26	44	2	\image\item\equip\helm\ma_helm_newyear_s.spr	\image\item\equip\helm\ma_helm_newyear.spr	18				1	50000			3	0	upgradeequip	39		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Long Dĩnh Thoa	Nón	1	1	26	45	2	\image\item\equip\helm\fm_helm_newyear_s.spr	\image\item\equip\helm\fm_helm_newyear.spr	19				1	50000			3	0	upgradeequip		37	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Chân Vũ] Hoàng Điểu Truy Phong	Cánh	1	1	26	46	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip	3		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Chân Vũ] Hoàng Điểu Truy Phong	Cánh	1	1	26	47	2	\image\item\other\quest\quest_0140_s.spr	\image\item\other\quest\quest_0140.spr	21				1	50000			3	1	upgradeequip		3	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Nguyên Đán Thất Tinh Khôi	Nón	1	1	26	48	2	\image\item\eventnewyear2013\Icon_Helm_Male_NewYear.spr	\image\item\eventnewyear2013\View_Helm_Male_NewYear.spr	21				1	50000			3	1	upgradeequip	44		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Nguyên Đán Thanh Hồng Mão	Nón	1	1	26	49	2	\image\item\eventnewyear2013\Icon_Helm_Female_NewYear.spr	\image\item\eventnewyear2013\View_Helm_Female_NewYear.spr	21				1	50000			3	1	upgradeequip		44	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại Trang]Bách Chiến Bá Vương	Nón	1	1	26	2002	2	\image\item\equip\helm\ma042_mao_a1.spr	\image\item\equip\helm\ma042_mao_a0.spr	18				1	50000			3	0	upgradeequip	51		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại Trang]Bích Huyết Hoa Y	Nón	1	1	26	2003	2	\image\item\equip\helm\fm040_mao_a1.spr	\image\item\equip\helm\fm040_mao_a0.spr	19				1	50000			3	0	upgradeequip		51	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Lam Điệp Hoa Mão	Nón	1	1	26	59	2	\image\item\equip\helm\helm49f_s.spr	\image\item\equip\helm\helm49f.spr	19				1	50000			3	0	upgradeequip		49	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Tóc Lam Hải	Nón	1	1	26	60	2	\image\item\equip\helm\helm49m_s.spr	\image\item\equip\helm\helm49m.spr	18				1	50000			3	0	upgradeequip	49		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang Cấp 2] Long Minh Quán	Nón	1	1	26	63	2	\image\item\equip\helm\ma_helm_newyear_s.spr	\image\item\equip\helm\ma_helm_newyear.spr	18				1	50000			3	0	upgradeequip	39		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang Cấp 2] Long Dĩnh Thoa	Nón	1	1	26	64	2	\image\item\equip\helm\fm_helm_newyear_s.spr	\image\item\equip\helm\fm_helm_newyear.spr	19				1	50000			3	0	upgradeequip		37	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang Cấp 3] Quân Lâm Thiên Hạ	Nón	1	1	26	65	2	\image\item\equip\helm\helm50m_s.spr	\image\item\equip\helm\helm50m.spr	18				1	50000			3	0	upgradeequip	50		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang Cấp 3] Phượng Vũ Cửu Thiên	Nón	1	1	26	66	2	\image\item\equip\helm\helm50f_s.spr	\image\item\equip\helm\helm50f.spr	19				1	50000			3	0	upgradeequip		50	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang Cấp 4] Y Sơn Quan Lan Khôi	Nón	1	1	26	67	2	\image\item\equip\helm\helm52m_s.spr	\image\item\equip\helm\helm52m.spr	18				1	50000			3	0	upgradeequip	52		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang Cấp 4] Phong Lộ Quy Mộng Trâm	Nón	1	1	26	68	2	\image\item\equip\helm\helm54f_s.spr	\image\item\equip\helm\helm54f.spr	19				1	50000			3	0	upgradeequip		52	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Trượng Kiếm Thiên Nhai Cân	Nón	1	1	26	66	2	\image\item\equip\helm\helm56m_s.spr	\image\item\equip\helm\helm56m.spr	18				1	50000			3	0	upgradeequip	56		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Thu Huỳnh Ngân Trâm	Nón	1	1	26	67	2	\image\item\equip\helm\helm57f_s.spr	\image\item\equip\helm\helm57f.spr	18				1	50000			3	0	upgradeequip		57	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Noãn Ngọc Thúc Phát	Nón	1	1	26	68	2	\image\item\equip\helm\helm57m_s.spr	\image\item\equip\helm\helm57m.spr	18				1	50000			3	0	upgradeequip	57		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Vô Tà Kim Thoa	Nón	1	1	26	69	2	\image\item\equip\helm\helm58f_s.spr	\image\item\equip\helm\helm58f.spr	18				1	50000			3	0	upgradeequip		58	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] Thần Võ Phát Kết	Nón	1	1	26	70	2	\image\item\equip\helm\helm58m_s.spr	\image\item\equip\helm\helm58m.spr	18				1	50000			3	0	upgradeequip	58		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
[Ngoại trang] Thiên Hương	Nón	1	1	26	2000	2	\image\item\equip\helm\wz_fm_1_mao_s.spr	\image\item\equip\helm\wz_fm_1_mao.spr	19		Báu Vật Thiên Địa		1	300000000			3	1	upgradeequip		31	lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	1																																																									
[Ngoại trang] An Bang	Nón	1	1	26	2001	2	\image\item\equip\helm\wz_ma_1_mao_s.spr	\image\item\equip\helm\wz_ma_1_mao.spr	18		Báu Vật Thiên Địa		1	300000000			3	1	upgradeequip	31		lifemax_v	100	100	-1	-1	0	0								manamax_v	100	100	-1	-1	0	0	deadlystrikeenhance_r	50	50	-1	-1	0	0	deadlystrikedamageenhance_p	10	10	-1	-1	0	0								skilldamageptrim	10	10	-1	-1	0	0	skillselfdamagetrim	10	10	-1	-1	0	0	defencedeadlystrikedamagetrim	10	10	-1	-1	0	0	attackrating_v	200	200	-1	-1	0	0	5	1	8	0																																																									
