MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_11	GAMESVR_SET_12	Ghi chú
264	1	2	2	4	2	1	3	3	3	3	3	3	3	3	3	3	C?u Khúc Chi?n (Phu?ng Tu?ng 2)
265	1	2	3	3	1	3	2	4	4	4	4	4	4	4	4	4	C?u Khúc Chi?n (Tuong Duong 2)
266	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	Ngu Tru?ng Nguyên Chi?n (Duong Châu 2)
267	1	2	2	4	2	1	3	3	3	3	3	3	3	3	3	3	Ngu Tru?ng Nguyên Chi?n (Phu?ng Tu?ng 2)
268	1	2	3	3	1	3	2	4	4	4	4	4	4	4	4	4	Ngu Tru?ng Nguyên Chi?n (Tuong Duong 2)
269	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	Bàn Long C?c Chi?n (Duong Châu 2)
270	1	2	2	4	2	1	3	3	3	3	3	3	3	3	3	3	Bàn Long C?c Chi?n (Phu?ng Tu?ng 2)
271	1	2	3	3	1	3	2	4	4	4	4	4	4	4	4	4	Bàn Long C?c Chi?n (Tuong Duong 2)
274	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Ð?i di?n B?ch H? Ðu?ng (so 2)
275	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 1_Ðông (so 2)
276	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 1_Nam (so 2)
277	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 1_Tây (so 2)
278	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 1_B?c (so 2)
279	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 2_Âm (so 2)
280	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 2_Duong (so 2)
281	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	B?ch H? Ðu?ng 3 (so 2)
282	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Báo Danh Chi?n Tru?ng_T?ng (Duong Châu 3)
283	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Báo Danh Chi?n Tru?ng_Kim (Duong Châu 3)
284	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	C?u Khúc Chi?n (Duong Châu 3)
285	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ngu Tru?ng Nguyên Chi?n (Duong Châu 3)
286	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Bàn Long C?c Chi?n (Duong Châu 3)
298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
303	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
304	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
305	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
306	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
307	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
308	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
309	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
310	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
311	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
312	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
313	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
314	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
315	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
316	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
317	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao C?c
318	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
319	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
320	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
321	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
322	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao C?c
323	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
324	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
325	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
326	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
327	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao C?c
328	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
329	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
330	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
331	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
332	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao C?c
333	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Ð?i di?n B?ch H? Ðu?ng (so 3)
334	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 1_Ðông (so 3)
335	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 1_Nam (so 3)
336	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 1_Tây (so 3)
337	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 1_B?c (so 3)
338	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 2_Âm (so 3)
339	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 2_Duong (so 3)
340	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	B?ch H? Ðu?ng 3 (so 3)
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Báo Danh Tiêu Dao C?c 1
342	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Báo Danh Tiêu Dao C?c 2
399	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Thiên Lao
400	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Khoang Thuy?n 1
401	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Khoang Thuy?n 2
402	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Khoang Thuy?n 3
403	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Phòng Bùi D?c Phi
404	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	Phòng C?u Ch? Th?y
405	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ngo?i M? Anh Hùng
406	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ung Chu?n Giác
407	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Mãnh H? H?ng
408	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ð?o kh?
409	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Trích Th?y Ð?ng
410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tàng Vân Hiên
411	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Bi?t Vi?n Tru?ng Giang
412	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Xích Luy?n Xà Ð?ng
413	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ðang Sát Kh?u
414	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cam L? C?c 1
415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cam L? C?c 2
416	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cu?i Cam L? C?c
417	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cu?i Cam L? C?c
418	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	V?n Tâm Các
419	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	V?n Tâm Các
420	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T? Nghia S?nh
421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	N? Vu Oa B?ng
422	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Ân Ð?ng
423	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Ân Phuong
424	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ðang Sát Kh?u Lâu
425	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Noi ? M?c Th?
426	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cu?i Cát Hà Linh
427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Cu?i Cát Hà Linh
428	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Th?ch Tu?ng_1
429	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Th?ch Tu?ng_2
430	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mê Cung Th?ch Tu?ng_3
431	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Bi?t Vi?n Âm Son
432	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Bi?t Vi?n Âm Son
433	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Gi?i Ki?m Trì
434	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Thanh Hu Chân Th?t
435	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Thanh Hu Chân Th?t
436	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Vân L?c Th?y Cu
437	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Vân L?c Th?y Cu
438	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Vân L?c Th?y Cu
439	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Noi ? Ðào Vinh Xuong
440	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Noi ? Ðào Vinh Xuong
441	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Noi ? Ðào Vinh Xuong
442	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Noi ? Ðào Vinh Xuong
443	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	Noi ? Ng?y Tru?ng Phong
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Cang Linh
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Kim Cang Linh
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	So T? Am
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ti?m Cháo
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i Phong Giác Th?o Ðu?ng
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i Phong Giác Th?o Ðu?ng
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Huy?n T? Lao
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Noi ? Ng?t Tát
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thiên Hình Ði?n
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Trung Thành Ði?n
454	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	N?i Doanh Hành T?i
455	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Ð?i Tru?ng Trung Quân
456	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	T? Vân Am
457	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Phòng C?u Tuy?t
458	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ki?n Long Ð?ng
459	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	B? Y Các
460	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	B? Y Các
461	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Chuy?t Gi? Cu
462	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Gian tây Bi?t Nhã Ti?u Trúc
463	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Gian chính Bi?t Nhã Ti?u Trúc
464	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Xuân Mai Nhã Trúc
465	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Xuân Mai Nhã Trúc
466	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Xuân Mai Nhã Trúc
467	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	H?u dình Xuân Mai Nhã Trúc
468	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	H?u dình Xuân Mai Nhã Trúc
469	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	D?ch Quán
470	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	D?ch Quán
471	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tr?n pháp t?ng k?
472	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tr?n Pháp T?ng Khu
473	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Huy?n Nguy?t Ð?i Tr?n
474	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Trung tâm Huy?n Nguy?t Tr?n
475	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Ph?m Hà Ðu?ng
476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B? Sát Phong Nô
477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tàng Ki?m Son Trang
478	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tri Xuân Ðài
479	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ph? d? Chu Hy
480	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung d?y h?c
481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung d?y h?c
482	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vào cung d?y h?c
483	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ph? d? Bành Quy Niên
484	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?u vi?n Bành Ph?
485	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?i s?nh Tri?u Ph?
486	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ph? d? Chu Hy
488	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
489	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	M?t Th?t Th?m Ph?
490	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
491	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
492	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
498	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	Hi?p Si Danh Cu
499	1	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	Quý T?c Vuong Ph?
500	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Bãi Bi?n Vuong H?u
501	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Nhà tranh
502	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Nhà tranh
503	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	?n S?
504	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Phân Ðà Cái Bang
505	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	M?t Ð?o Cái Bang
506	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Long Vuong Mi?u
507	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Long Vuong Mi?u
508	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Son Ð?ng
509	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Soái Tru?ng H? Su
510	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Nhà ?n Gi?
511	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Phi Long C?c
512	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Phi Long Tr?n
513	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Thiên Qu?nh Cung
514	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Thiên Ngo?i Thiên
515	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?i s?nh Tri?u Ph?
516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?i s?nh Hàn Ph?
517	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Gian bên Hàn Ph?
518	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T?m Cung Hoàng Thu?ng
519	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T?m Cung Thái H?u
520	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T?m Cung Thái H?u
521	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T?m Cung Thái H?u
522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tri Xuân Ðài
523	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hoàng Cung Ð?i Ði?n
524	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Linh ?n T?
525	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Sòng B?c Vong Quy
526	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Doanh Tru?ng L? Binh
527	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Doanh Tru?ng Luong H?ng Lâm
528	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	M?t Th?t Luong H?ng Lâm
529	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Ph?c Nguu Son Trang
530	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?c Long Ðàm
531	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Son Tr?i
532	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Son Tr?i
533	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Bi?t Vi?n Ðu?ng Môn
534	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Bi?t Vi?n Ðu?ng Môn
535	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	D?ch Quán
536	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Bi?t Vi?n Ngô Hy
537	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Bi?t Vi?n Phòng Khách
538	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Bi?t Vi?n Phòng Khách
539	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Nhà nh? bên du?ng
540	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng giam
541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nhà nh?
542	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nhà l?n
543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Quán tr?
544	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Nh?t Ph?m Ðu?ng Binh Doanh
545	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Th?ch C?c
546	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	T? Nghia Lâu
547	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	L?u Các
548	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Mãng Xà Ð?ng
549	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hi?p C?c
550	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hi?p C?c
551	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hi?p C?c
552	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hi?p C?c
553	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Thái T? B?o Kh?
554	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Noi ? Ð?i Nh?t La
555	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Thu?ng Tiên Trang
556	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Ph?c Nguu Son Quân Doanh 1
558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Ph?c Nguu Son Quân Doanh 2
559	1	2	2	4	2	1	3	3	3	3	3	3	3	3	3	3	Ph?c Nguu Son Quân Doanh 3
561	1	1	1	1	1	1	1										V?ng Long Son
562	1	1	1	1	1	1	1										Nhà hoang
563	1	1	1	1	1	1	1										M?t Th?t Vuong Ph?
564	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ng? Thu Phòng Hoàng Cung
565	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	T?m Cung Hàn Hoàng H?u
566	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ng?c Noãn Các
567	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Kim Duy?t Hiên
568	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hoàng Cung Ð?i Ði?n
569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Linh Bích B?c
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	B?ch Ph? M?ng C?nh
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Son Tr?i M?ng C?nh
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thân Th? M?ng C?nh
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bí Doanh quân Kim
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Du Long B?o Kh?
575	1	2	3	4	4	4	4	3	3	3	3	3	3	3	3	3	Bãi Bi?n Vuong H?u
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hi?p L?_Khu Chu?n B?
577	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Hi?p L?_Khu Chu?n B?
578	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Hi?p L?_Khu Chu?n B?
579	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hi?p L?_Khu Chu?n B?
580	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	Hi?p L?_Khu Chu?n B?
581	1	2	3	3	1	2	2	2	2	2	2	2	2	2	2	2	Hi?p L?_Khu Chu?n B?
582	1	2	3	4	2	1	3	3	3	3	3	3	3	3	3	3	Hi?p L?_Khu Chu?n B?
583	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	Tr?m Gác Ti?n Tuy?n (1) 
584	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tr?m Gác Ti?n Tuy?n (2) 
585	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Tr?m Gác Ti?n Tuy?n (3) 
800	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Tru?ng Ca Môn
801	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Tru?ng Ca Môn
802	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vu Di Son Tinh Xá
803	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vu Di Son Tinh Xá
804	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vu Di Son Tinh Xá
805	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ph? d? Chu Hy
806	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	M?t Th?t Chu Hy
807	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	M?t Th?t Chu Hy
808	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	H?u vi?n tinh xá Vu Di Son
809	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ð?i s?nh Hàn Ph?
810	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Tru?ng Ca Môn
811	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
812	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng giam Hoàn Nhan Quang
813	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Tr?n Quý Thu?ng
814	1	2	2	4	1	1	3	4	4	4	4	4	4	4	4	4	L?c N? Ð?ng
815	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Trong Ph?c Nguu Son Trang
816	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Bách C? Tr?n 1
817	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Bách C? Tr?n 2
818	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Tiên Linh Ð?ng
819	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	Hoàng Cung Ð?i Lý
820	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	H?u Vi?n Hoàng Cung
821	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	Ð?i di?n B?ch H? Ðu?ng (cao)
822	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 1_Ðông (cao)
823	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 1_Nam (cao)
824	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 1_Tây (cao)
825	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 1_B?c (cao)
826	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 2_Âm (cao)
827	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 2_Duong (cao)
828	1	2	3	3	1	2	1	1	1	1	1	1	1	1	1	1	B?ch H? Ðu?ng 3 (cao)
1401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	H?i tru?ng liên d?u (so) (1)
1402	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	H?i tru?ng liên d?u (so) (2)
