MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
331	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	逍遥谷
332	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	逍遥谷
333	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂大殿(初级三)
334	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂一层_东(初级三)
335	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂一层_南(初级三)
336	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂一层_西(初级三)
337	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂一层_北(初级三)
338	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂二层_阴(初级三)
339	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂二层_阳(初级三)
340	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	白虎堂三层(初级三)
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷报名点1
342	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	逍遥谷报名点2
399	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	天牢
400	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	船舱1层
401	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	船舱2层
402	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	船舱3层
403	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	裴翼飞房间
404	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	裘止水房间
405	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	外英雄冢
406	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	鹰隼角
407	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	猛虎巷
408	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	猴岛
409	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	滴水洞
410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	藏云轩
411	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	长江别院
412	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	赤练蛇洞
413	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	灯煞口
414	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	甘露谷1层
415	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	甘露谷2层
416	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	甘露谷尽头
417	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	甘露谷尽头
418	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	问心阁
419	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	问心阁
420	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	聚义厅
421	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	女巫窝棚
422	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	殷童房间
423	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	殷方房间
424	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	灯煞口岗楼
425	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	木氏居所
426	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	葛霞岭尽头
427	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	葛霞岭尽头
428	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_1层
429	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_2层
430	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_3层
431	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	阴山别院
432	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	阴山别院
433	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	解剑池
434	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	青虚真室
435	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	青虚真室
436	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	云麓水居
437	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	云麓水居
438	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	云麓水居
439	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	陶永昌居所
440	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	陶永昌居所
441	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	陶永昌居所
442	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	陶永昌居所
443	1	1	1	2	3	3	2	3	3	3	3	3	3	3	3	3	魏长风居所
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金刚岭
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金刚岭
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初祖庵
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	粥铺
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	回风角草堂
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	回风角草堂
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	玄字牢
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	兀萨居所
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天刑殿
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	中成殿
454	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	行在内营
455	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	中军大帐
456	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	慈云庵
457	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	仇雪卧室
458	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	见龙洞
459	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	布衣阁
460	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	布衣阁
461	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	拙者居
462	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	别雅小筑西厢
463	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	别雅小筑正厅
464	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
465	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
467	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑后宅
468	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑后宅
469	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	馆驿
470	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	馆驿
471	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	下层阵法
472	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	阵法总枢
473	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	玄月大阵
474	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	玄月阵中心
475	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	品荷堂
476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	蒲察风奴
477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	藏剑山庄
478	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	知春台
479	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	朱熹府邸
480	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	进宫讲学
481	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	进宫讲学
482	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	进宫讲学
483	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	彭龟年府邸
484	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	彭府后院
485	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	赵府大厅
486	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
487	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	朱熹府邸
488	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
489	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	沈府密室 
490	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
491	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
492	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
498	1	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	侠士名居
499	1	1	2	2	2	2	2	7	7	7	7	7	7	7	7	7	贵族王府
500	1	2	3	3	3	3	3	7	7	7	7	7	7	7	7	7	王侯海滩
501	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	茅屋
502	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	茅屋
503	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	隐所
504	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	丐帮分舵
505	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	丐帮秘道
506	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	龙王庙
507	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	龙王庙
508	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	山洞
509	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	虎师帅帐
510	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	隐者小屋
511	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	飞龙谷
512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	飞龙阵
513	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	千琼宫
514	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	天外天
515	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	赵府大厅
516	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	韩府大厅
517	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	韩府偏厢
518	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	皇上寝宫
519	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	太后寝宫
520	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	太后寝宫
521	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	太后寝宫
522	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	知春台
523	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	皇宫大殿
524	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	灵隐寺
525	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	忘归赌坊
526	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	鲁兵营帐
527	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	梁项林营帐
528	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	梁项林密室
529	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	伏牛山庄
530	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	黑龙潭
531	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	山寨
532	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	山寨
533	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	唐门别院
534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	唐门别院
535	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	驿馆
536	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	吴曦别院
537	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	别院会客厅
538	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	别院会客厅
539	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	路边小屋
540	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	囚房
541	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	小屋
542	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	大屋
543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	旅店
544	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	一品堂兵营
545	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	硝石谷
546	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	聚义楼
547	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	阁楼
548	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	蟒蛇洞
549	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
550	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
551	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
552	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
553	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	太祖宝库
554	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	大日罗居所
555	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	上仙庄
556	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	伏牛山军营1
558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	伏牛山军营2
559	1	2	2	4	2	5	3	7	7	7	7	7	7	7	7	7	伏牛山军营3
561	1	1	1	1	1	1	1										望龙山
562	1	1	1	1	1	1	1										荒屋
563	1	1	1	1	1	1	1										王府密室
564	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	皇宫御书房
565	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	韩皇后寝宫
566	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	玉暖阁
567	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	金悦轩
568	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	皇宫大殿
569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	灵壁泊
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	白府梦境
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山寨梦境
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	身世梦境
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金军秘营
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙宝库
575	1	2	3	4	4	4	4	7	7	7	7	7	7	7	7	7	王侯海滩
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	侠侣闯天下准备场
577	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	侠侣闯天下准备场
578	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	侠侣闯天下准备场
579	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	侠侣闯天下准备场
580	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	侠侣闯天下准备场
581	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	侠侣闯天下准备场
582	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	侠侣闯天下准备场
583	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	前沿哨岗（1）
584	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	前沿哨岗（2）
585	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	前沿哨岗（3）
800	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	长歌门侧房
801	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	长歌门侧房
802	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	武夷山精舍
803	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	武夷山精舍
804	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	武夷山精舍
805	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	朱熹府邸
806	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	朱熹密室
807	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	朱熹密室
808	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	武夷山精舍后院
809	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	韩府大厅
810	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	长歌门侧房
811	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安城
812	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	完颜光囚室
813	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	陈季常房间
814	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	落女洞
815	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	伏牛山庄内部
816	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	百蛊阵1层
817	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	百蛊阵2层
818	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	仙灵洞
819	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	大理皇宫
820	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	皇宫后院
821	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂大殿(高级)
822	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂一层_东(高级)
823	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂一层_南(高级)
824	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂一层_西(高级)
825	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂一层_北(高级)
826	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂二层_阴(高级)
827	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂二层_阳(高级)
828	1	2	3	3	5	2	5	5	5	5	5	5	5	5	5	5	白虎堂三层(高级)
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	桃源入口（1）
1498	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	桃源入口（2）
1499	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	桃源入口（3）
1500	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	桃源入口（4）
1501	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	桃源入口（5）
1502	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	桃源入口（6）
1503	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	桃源入口（7）
1504	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	晏若雪家的院子（1）
1505	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	晏若雪家的院子（2）
1506	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	晏若雪家的院子（3）
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	飞絮崖
1532	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	寂寞划水寨（1）
1533	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	寂寞划水寨（2）
1534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	寂寞划水寨（3）
1536	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	秦始皇陵一层
1537	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	秦始皇陵二层
1538	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	秦始皇陵三层
1539	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	秦始皇陵四层
1540	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	秦始皇陵五层
1541	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	临安府-圣朝阁
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
1544	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	逍遥谷
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
1546	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
1547	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
1548	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	逍遥谷
1635	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	嘉峪关之战扬州一
1636	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	嘉峪关之战扬州二
1637	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	嘉峪关之战扬州三
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	嘉峪关之战凤翔一
1639	1	2	2	4	2	5	3	7	7	7	7	7	7	7	7	7	嘉峪关之战凤翔二
1640	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	嘉峪关之战凤翔三
1641	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	嘉峪关之战襄阳一
1642	1	2	2	4	5	5	7	8	8	8	8	8	8	8	8	8	嘉峪关之战襄阳二
1643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	嘉峪关之战襄阳三
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（1）
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（2）
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（3）
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙密室（4）
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（5）
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（6）
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（7）
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	游龙密室（8）
1673	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（9）
1674	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（10）
1675	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（11）
1676	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	游龙密室（12）
1677	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（13）
1678	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（14）
1679	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（15）
1680	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	游龙密室（16）
1681	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（17）
1682	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（18）
1683	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（19）
1684	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	游龙密室（20）
1685	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（21）
1686	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（22）
1687	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（23）
1688	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	游龙密室（24）
1689	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（25）
1690	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（26）
1691	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（27）
1692	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	游龙密室（28）

