EventId	PartId	Name	SubKind	ExClass	StartDate	EndDate	ExParam1	ExParam2	ExParam3	ExParam4	ExParam5	ExParam6	ExParam7	ExParam8	ExParam9	ExParam10	ExParam11	ExParam12	ExParam13	ExParam14	ExParam15	ExParam16	ExParam17	ExParam18	ExParam19	ExParam20	ExParam21	ExParam22	ExParam23	ExParam24	ExParam25	_showall
32	1	Nhận Hoa Rượu Thi Kiếm	npc_getaward		0	0	Npc:3691			CheckNpcTaskEq:1,0,"Ngươi đã nhận thưởng rồi."	CheckFreeBag:2,"Túi đã đầy, hãy để trống <color=yellow>2 ô<color> rồi quay lại!",""							SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>tbTemp.nGMin = 1;<enter>tbTemp.nGMax = 3;<enter>tbTemp.nGType = 0;<enter>return 0;<enter>"	SetNpcTask:1,1	GoToEvent:2												
32	2	Nhận được nơi dùng chung Hoa Rượu Thi Kiếm			0	0												SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>local nRMin = tonumber(tbTemp.nGMin) or 0;<enter>local nRMax = tonumber(tbTemp.nGMax) or 0;<enter>local nType = tonumber(tbTemp.nGType)or 0;<enter>local tbSex = {[0]={83,85},[1]={87,89}};<enter>if nType == 0 then<enter>     local nCount = MathRandom(nRMin,nRMax);<enter>     if nCount > 0 then<enter>       for i=1, nCount do<enter>          local nItem = MathRandom(1,2);<enter>          me.AddStackItem(22,1,tbSex[me.nSex][nItem],1,{bForceBind=1},1);<enter>       end<enter>     end<enter>end<enter><enter>if nType == 1 then<enter>  for i=1, 2 do<enter>     local nCount = MathRandom(nRMin,nRMax);<enter>     if nCount > 0 then<enter>       me.AddStackItem(22,1,tbSex[me.nSex][i],1,{bForceBind=1},nCount);<enter>     end<enter>  end<enter>end<enter>tbTemp.nGMin = 0;<enter>tbTemp.nGMax = 0;<enter>tbTemp.nGType = 0;<enter>return 0;"														
32	3	Mở tinh anh thủ lĩnh tử vong triệu hồi Bạch Thủy Ngưu	action_finishtask		0	0	TaskFinish:"JYAndSLDeath",0											AddNpcInNear:3691,60,0														
32	4	Vượt ải Tiêu Dao Cốc nhận được Hoa Rượu Thi Kiếm	action_finishtask		0	0	TaskFinish:"XoyoGame",0											SetLuaScript:"local nFloor = tonumber(EventManager:GetLibTable().tbTaskFinishArg[1]) or 0;<enter>local tbAward = {<enter>   [1] = 1,<enter>   [2] = 2,<enter>   [3] = 2,<enter>   [4] = 3,<enter>   [5] = 3,<enter>};<enter>local nCount = tonumber(tbAward[nFloor]) or 0;<enter>if nCount <= 0 then<enter>  return 0;<enter>end<enter>EventManager:GetTempTable(32,1).nGMin = 1;<enter>EventManager:GetTempTable(32,1).nGMax = nCount;<enter>EventManager:GetTempTable(32,1).nGType= 0;<enter>return 0;<enter>"	GoToEvent:2													
32	5	Mở Bạch Hổ Đường triệu hồi Bạch Thủy Ngưu	action_touchtask		0	0	TaskTouch:"CallNpc_BaiHuTang"											SetLuaScriptNotMe:"local nMapId = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nLevel = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local nFloor = EventManager:GetLibTable().tbTaskTouchArg[3];<enter>local nBoss  = EventManager:GetLibTable().tbTaskTouchArg[4];<enter>if nBoss == 0 then<enter> local tbR = {<enter>   [1]={20,1},<enter>   [2]={30,2},<enter>   [3]={50,2},<enter> };<enter> local tbPos = {{1607, 3125},{1604, 3124}};<enter> if tbR[nFloor] then<enter>   for i=1, tbR[nFloor][2] do<enter>    local nR = MathRandom(1,100);<enter>     if nR <= tbR[nFloor][1] then<enter>       local nPx = tbPos[i][1];<enter>       local nPy = tbPos[i][2];<enter>       local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>       pNpc.SetLiveTime(1800 * Env.GAME_FPS);<enter>     end<enter>   end<enter> end<enter>end<enter>return 0;"														
32	6	Mở Tống Kim triệu hồi Bạch Thủy Ngưu	action_touchtask		0	0	TaskTouch:"Open_Battle"											SetLuaScriptNotMe:"local nMapId = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nLevel = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local nRuleType = EventManager:GetLibTable().tbTaskTouchArg[3];<enter>local nSeqNum  = EventManager:GetLibTable().tbTaskTouchArg[4];<enter>local nBattleMapType  = EventManager:GetLibTable().tbTaskTouchArg[5];<enter>local tbMapPos = {<enter>  [1] = {{1622, 3274},{1694, 3469},{1776, 3284}}, --Cửu Khúc Chiến<enter>  [2] = {{1605, 3159},{1746, 3332},{1705, 3289}}, --Ngũ Trượng Nguyên Chiến<enter>  [3] = {{2156, 3625},{2046, 3730},{2216, 3705}}, --Bàn Long Cốc Chiến<enter>};<enter><enter>if not tbMapPos[nBattleMapType] then<enter> return 0;<enter>end<enter>for i=1, 3 do<enter>   local nPx = tbMapPos[nBattleMapType][i][1]; <enter>   local nPy = tbMapPos[nBattleMapType][i][2]; <enter>   local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>   pNpc.SetLiveTime(Battle.TIMER_GAME);<enter>end<enter>return 0;<enter>"														
32	7	Mở thi đấu môn phái triệu hồi Bạch Thủy Ngưu	action_touchtask		0	0	TaskTouch:"Open_FactionBattle"											SetLuaScriptNotMe:"local nFaction = EventManager:GetLibTable().tbTaskTouchArg[1];<enter>local nMapId = EventManager:GetLibTable().tbTaskTouchArg[2];<enter>local tbMapPos ={<enter>  {1470, 3464},{1650, 3479},{1521, 3310},<enter>}<enter>for i=1, 3 do<enter>   local nPx = tbMapPos[i][1];<enter>   local nPy = tbMapPos[i][2];<enter>   local pNpc = KNpc.Add2(3691,1,-1,nMapId,nPx,nPy,0,0);<enter>   pNpc.SetLiveTime(3600 * Env.GAME_FPS);<enter>end<enter>return 0;<enter>"														
32	8	Hoàn thành 1 đợt thương hội nhận được Hoa Rượu Thi Kiếm	action_finishtask		0	0	TaskFinish:"MerchantTask",2											SetLuaScript:"local tbTemp = EventManager:GetTempTable(32,1);<enter>tbTemp.nGMin = 10;<enter>tbTemp.nGMax = 15;<enter>tbTemp.nGType = 1;<enter>return 0;<enter>"	GoToEvent:2													
33	1	Nhận nhiệm vụ Thất Tịch			0	0	Npc:3692			CheckTaskEq:117,0,"Việc ta giao còn chưa làm xong, sao còn dám đến làm phiền ta?",""	CheckLevel:60,"    Ngươi còn quá non kém, sau  <color=yellow>cấp 60<color> hãy đến tìm ta.",""	CheckTaskEq:119,0,"Việc ta giao còn chưa làm xong, sao còn dám đến làm phiền ta?",""	CheckLuaScript:"local nCount1 = me.GetItemCountInBags(18,1,362,1);--[Tặng phẩm] Hoa Rượu<enter>local nCount2 = me.GetItemCountInBags(18,1,364,1);--[Tặng phẩm] Thi Kiếm<enter>local nCount3 = me.GetItemCountInBags(18,1,359,1);--Hoa Rượu<enter>local nCount4 = me.GetItemCountInBags(18,1,361,1);--Thi Kiếm<enter>local szMsg = \"Nếu ngươi có "Hoa Rượu", "Thi Kiếm" làm tín vật, chứng tỏ ngươi là người có tình nghĩa, có thể ta sẽ đồng ý trò chuyện với ngươi. Nếu là phàm phu tục tử thì đừng đến làm phiền ta.\";<enter>if me.nSex == 0 then<enter>  if nCount2 > 0 and nCount3 > 0 then<enter>    return 0;<enter>  end<enter>  return 1, szMsg;<enter>end<enter>if nCount1 > 0 and nCount4 > 0 then<enter>  return 0;<enter>end<enter>return 1, szMsg;<enter>",""	CheckFreeBag:1,"    Ngươi đem theo nhiều đồ như vậy không mệt sao? Hãy chừa trống <color=yellow>1 ô<color> rồi quay lại.",""	CheckTask:118,10,"    Ta không còn việc gì cần nhờ nữa, chi bằng cùng ngắm tuyết đếm mai nhé? Thất Tịch tuyết trắng của Côn Lôn cũng lãng mạn lắm chứ. (Nói xong, cô ấy mỉm cười hạnh phúc.)<enter><enter><color=yellow>Đã hoàn thành nhiệm vụ <%EventManager:GetTask(118)%> lần<color>",""			SetLuaScript:"if me.nSex == 0 then<enter>   me.ConsumeItemInBags(1,18,1,364,1);<enter>   me.ConsumeItemInBags(1,18,1,359,1);<enter>else<enter>   me.ConsumeItemInBags(1,18,1,361,1);<enter>   me.ConsumeItemInBags(1,18,1,362,1);<enter>end<enter>return 0;<enter>"	SetTask:117,1	AddItem:"18,1,365,1",1,1,0	SetMsg:1,"    Thất Tịch là ngày Ngưu Lang Chức Nữ gặp nhau, đan xen cả niềm vui và nỗi buồn.<enter>Hãy nhìn dãy ngân hà kìa, hai ngôi sao sáng ở hai đầu chính là Ngưu Lang và Chức Nữ, ta có <color=yellow>7 nén Thất Sắc Hương<color>, hãy giúp ta thắp hương cúng sao!"											
33	2	Hoàn thành nhiệm vụ Huyền Hương Bái Tinh			0	0	Npc:3692			CheckTaskLt:117,1,"    Bạn vẫn chưa nhận nhiệm vụ Huyền Hương Bái Tinh.",""	CheckTaskEq:117,8,"    Ta bảo ngươi thắp <color=yellow>7 nén<color> nhang, chưa làm xong còn muốn lừa ta à?",""	CheckFreeBag:1,"    Ngươi thật ngốc, sao cứ thích vác cả gia tài theo thế kia! Hãy sắp xếp <color=yellow>1 ô trống<color> rồi quay lại.",""						AddItem:"18,1,367,1",1,1,0	SetTask:117,0	SetMsg:1,"    Hãy nhận lấy, những thứ này ta giữ cũng chẳng làm gì.<enter>Nghe nói khi đốt Thất Sắc Hương, sẽ xuất hiện 1 loại nhện <color=yellow>7 màu<color>, lưới nhện của chúng rất thần kỳ. Ta có 1 <color=yellow>Hộp tinh nguyệt<color>, dùng để nuôi nhện. Ngươi hãy đi bắt 1 con rồi đem <color=yellow>mạng nhện<color> của chúng cho ta, phần thưởng sẽ tùy thuộc vào chất lượng mạng nhện."	AddBaseExp:28,0											
33	3	Hoàn thành nhiệm vụ Nhện 7 màu			0	0	Npc:3692	AddSelect:"    Ta đang cần mạng nhện 7 màu, càng đẹp càng quý giá. Ta xin đánh đổi những vật phẩm quý giá để có được nó.","Đồng ý đổi"		CheckLuaScript:"<enter>local nCountMax = 0;<enter>for i=1,5 do<enter>  nCountMax = nCountMax + me.GetItemCountInBags(18,1,386,i);<enter>end<enter>local szMsg = \"Ngươi đã hứa đem mạng nhện đến cho ta kia mà? Mạng nhện đâu?\";<enter>if nCountMax <= 0 then<enter> return 1,szMsg;<enter>end<enter>return 0;<enter><enter>",""	CheckFreeBag:1,"    Ngươi thật ngốc, sao cứ thích vác cả gia tài theo thế kia! Hãy sắp xếp <color=yellow>1 ô<color> trống rồi quay lại.",""									SetTask:119,0	AddTask:118,1	SetLuaScript:"local tbAward = {<enter> {{\"18,1,1,9\",1}},<enter> {[0]={\"1,13,29,1\",0},[1]={\"1,13,30,1\",0}},<enter> {{\"18,1,1,8\",1}},<enter> {{\"18,1,1,7\",1}},<enter> {{\"18,1,1,6\",1}},<enter>}<enter>local tbCount = {};<enter>for i=1,5 do<enter>  tbCount[i] = me.GetItemCountInBags(18,1,386,i);<enter>end<enter>for i, nCount in ipairs(tbCount) do<enter>  if nCount > 0 then<enter>    me.ConsumeItemInBags(1,18,1,386,i);<enter>    EventManager:GetTempTable(33,3).szDelName = KItem.GetNameById(18,1,386,i)<enter>    local tbItem = tbAward[i][me.nSex] or tbAward[i][1]<enter>    EventManager:ExeFun(\"AddItem\", tbItem[1], 1,tbItem[2],43200)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 879, 8, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 880, 4, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 385, 7, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 386, 7, 60)<enter>    EventManager:ExeFun(\"AddSkillBuff\", 387, 7, 60)<enter>    local nFCount = EventManager:GetTask(118)<enter>    if nFCount >= 10 then<enter>      EventManager:ExeFun(\"AddTitle\",\"6,12,1,0\");<enter>    end<enter>     EventManager:ExeFun(\"WriteLog\", string.format(\"Hoàn thành 1 đợt hoạt động Thất Tịch, lấy được 1 mạng nhện loại %s\", i));<enter>    return 0;<enter>  end<enter>end<enter>return 0;<enter>"	SetMsg:1,"    Mạng nhện 7 màu đây sao? Quả là thần kỳ.<enter>    Đây là <%EventManager:GetTempTable(33,3).szDelName%>, ta chỉ có bấy nhiêu đó, ngươi nhận lấy.<enter>    Nhân tiện ta muốn hỏi, ngươi có hiểu tại sao ta lại bắt ngươi làm việc này không?<enter>"									
33	4	Sử dụng Hoa Rượu	item_useitem		0	0	Item:"huayujiu",10080,0,0,""	AddSelect:"    Ngươi định tặng cho đồng đội nữ phải không? Nhưng độ thân mật của hai người phải đạt <color=yellow>cấp 3<color> mới được.","Xác định"		CheckLuaScript:"local szMsg = \"Phải tổ đội với nữ và ở gần nhau mới có thể gửi chúc phúc.\";<enter>if me.nTeamId <= 0 then<enter>  return 1,szMsg;<enter>end<enter><enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>if not tbTeamMemberList or #tbTeamMemberList ~= 2 then<enter>  return 1,szMsg;<tab><enter>end<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>if not pPlayer then<enter>  return 1, szMsg;<enter>end<enter>Setting:SetGlobalObj(pPlayer)<enter>if EventManager:GetTask(125) >= 20 then<enter>  Setting:RestoreGlobalObj()<enter>  return 1, \"Hảo hữu của bạn đã nhận chúc phúc tối đa 20 lần.\";<enter>end<enter>Setting:RestoreGlobalObj()<enter>if me.GetFriendFavorLevel(pPlayer.szName) < 3 then<enter>  return 1, \"Xin lỗi, cả hai không phải hảo hữu hoặc độ thân mật chưa đạt cấp 3.\";<enter>end<enter>if pPlayer.CountFreeBagCell() < 1 then<enter>  return 1, \"Túi của hảo hữu không đủ chỗ.\";<enter>end<enter>return 0;<enter>",""	CheckSex:0,"Chỉ người chơi nam được dùng",""							SetLuaScript:"<enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>pPlayer.AddStackItem(18,1,362,1,{bForceBind=1},1);<enter>me.AddFriendFavor(pPlayer.szName,100);<enter>local szMsg1 = \"Nàng đáp lời: Chàng đã có lòng, thiếp đâu dám từ chối!\";<enter>local szMsg2 = \"Lời nhắn gửi: Hoa thơm tặng người đẹp, rượu ngon ta sẻ chia!\";<enter>me.Msg(szMsg1);<enter>Dialog:SendBlackBoardMsg(me, szMsg1);<enter>pPlayer.Msg(szMsg2);<enter>Dialog:SendBlackBoardMsg(pPlayer, szMsg2);<enter>Setting:SetGlobalObj(pPlayer)<enter>local nCount = EventManager:GetTask(125);<enter>EventManager:SetTask(125,nCount+1);<enter>Setting:RestoreGlobalObj()<enter>return 0;<enter><enter>"	DelLinkUseItem:"Xóa"													
33	5	Sử dụng Thi Kiếm	item_useitem		0	0	Item:"shiyujian",10080,0,0,""	AddSelect:"    Ngươi định tặng cho đồng đội nam phải không? Nhưng độ thân mật của hai người phải đạt <color=yellow>cấp 3<color> mới được.","Xác định"		CheckLuaScript:"local szMsg = \"Phải tổ đội với nam và ở gần nhau mới có thể gửi chúc phúc.\";<enter>if me.nTeamId <= 0 then<enter>  return 1,szMsg;<enter>end<enter><enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>if not tbTeamMemberList or #tbTeamMemberList ~= 2 then<enter>  return 1,szMsg;<tab><enter>end<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>if not pPlayer then<enter>  return 1, szMsg;<enter>end<enter>Setting:SetGlobalObj(pPlayer)<enter>if EventManager:GetTask(125) >= 20 then<enter>  Setting:RestoreGlobalObj()<enter>  return 1, \"Hảo hữu của bạn đã nhận chúc phúc tối đa 20 lần.\";<enter>end<enter>Setting:RestoreGlobalObj()<enter>if me.GetFriendFavorLevel(pPlayer.szName) < 3 then<enter>  return 1, \"Xin lỗi, cả hai không phải hảo hữu hoặc độ thân mật chưa đạt cấp 3.\";<enter>end<enter>if pPlayer.CountFreeBagCell() < 1 then<enter>  return 1, \"Túi của hảo hữu không đủ chỗ.\";<enter>end<enter>return 0;<enter><enter>",""	CheckSex:1,"Chỉ người chơi nữ được dùng",""							SetLuaScript:"<enter>local tbTeamMemberList = me.GetTeamMemberList();<enter>local pPlayer;<enter>for _, pMemPlayer in ipairs(tbTeamMemberList) do<enter>   if pMemPlayer.nId ~= me.nId then<enter>     pPlayer = pMemPlayer;<enter>     break;<enter>   end<enter>end<enter>pPlayer.AddStackItem(18,1,364,1,{bForceBind=1},1);<enter>me.AddFriendFavor(pPlayer.szName,100);<enter>local szMsg1 = \"Chàng đáp lời: Tâm ý của nàng, ta nào dám quên!\";<enter>local szMsg2 = \"Có câu: Danh kiếm tặng anh hùng, góc bể chân trời có nhau!\";<enter>me.Msg(szMsg1);<enter>Dialog:SendBlackBoardMsg(me, szMsg1);<enter>pPlayer.Msg(szMsg2);<enter>Dialog:SendBlackBoardMsg(pPlayer, szMsg2);<enter>Setting:SetGlobalObj(pPlayer)<enter>local nCount = EventManager:GetTask(125);<enter>EventManager:SetTask(125,nCount+1);<enter>Setting:RestoreGlobalObj()<enter>return 0;<enter><enter>"	DelLinkUseItem:"Xóa"													
33	6	Sử dụng Thất Sắc Hương	item_useitem		0	0	Item:"qisexuanxiang",10080,5,0,""			CheckTask:117,8,"    Bạn đã hoàn thành nhiệm vụ thắp hương, không thể làm tiếp.",""	CheckTaskGotoEvent:119,0,0,8	CheckLuaScript:"local tbPos = {<enter> {1,1548,3114},<enter> {2,1801,3409},<enter> {3,1821,3153},<enter> {4,1561,3374},<enter> {5,1657,3232},<enter> {6,1549,3304},<enter> {7,1426,3201},<enter>};<enter>local nType = EventManager:GetTask(119);<enter>local nMapId, nX, nY = me.GetWorldPos();<enter>local nGoMapId, nGoX, nGoY = unpack(tbPos[nType]);<enter>if nMapId ~=  nGoMapId or ((nX - nGoX)^2 + (nY - nGoY)^2) >= 200 then<enter>  return 1,string.format(\"Phải đến %s (%s, %s) mới được thắp hương!\", GetMapNameFormId(nGoMapId), math.floor(nGoX/8), math.floor(nGoY/16)); <enter>end<enter>return 0;<enter>",""	CheckTaskCurTime:120,10,0,"Thắp hương cần có lòng thành, không thể nóng vội!",""					SetLuaScript:"local tbMsg = <enter>{<enter>[1] = \"1 dâng Chức Nữ, tình sâu nghĩa nặng!\",<enter>[2]  = \"2 tế Ngưu Lang, tấm lòng kiên định!\",<enter>[3]  = \"3 lạy Ngân hà, biết đâu là tận cùng?\",<enter>[4]  = \"4 xin đất trời, cho toại lòng nhau!\",<enter>[5]  = \"5 nhờ mây khói, nhắn gửi tiếng lòng!\",<enter>[6]  = \"6 mong trời rộng biển dài, tình ta son sắt không phai!\",<enter>[7]  = \"Hương đã thắp xong, mau đến báo cho Hạo Vũ công chúa!\",<enter>};<enter>local nCount = EventManager:GetTask(117);<enter>local szMsg = tbMsg[nCount] or tbMsg[1];<enter>if nCount == 7 then<enter>  EventManager:ExeFun(\"DelLinkUseItem\", \"Xóa\");<enter>end<enter>EventManager:ExeFun(\"SetMsg\", 0, szMsg);<enter>EventManager:ExeFun(\"SetMsg\", 2, szMsg);<enter>return 0;<enter>"	AddTask:117,1	SetTaskCurTime:120	AddBaseExp:4,0											
33	7	Sử dụng Hộp tinh nguyệt-Cầu vồng	item_useitem		0	0	Item:"xingyuexia1",10080,1,0,""			CheckTaskCurTime:121,60,0,"Nhện đang dệt, tiếp tục đợi thôi!",""									SetTaskCurTime:121	SetLuaScript:"local tbMsg = <enter>{<enter>  {\"Thân như thái phụng song phi dực, tâm hữu linh tê nhất điểm thông!\",\"Dường như Nhện 7 màu vẫn chưa bắt đầu nhả tơ, ta hãy kiên nhẫn chờ đợi!\",20,5},<enter>  {\"Thiên nhược hữu tình thiên diệc lão!\",\"Bạn cảm nhận được Nhện 7 màu đang nhả tơ, nhưng quyết định không làm phiền nó.\",60,60},<enter>  {\"Đôi mắt của tình nhân cũng khó nắm bắt như lưới tơ này vậy!\",\"Bạn mở hộp ra xem, làm Nhện 7 màu sợ hãi, lưới tơ bị hỏng!\",80,30},<enter>  {\"Cái khiến người ta đau đớn nhất là nhận ra tình cảm đã nguội lạnh!\",\"Lưới chỉ mới xong một nửa, phải tiếp tục đợi thôi.\",300,150},<enter>  {\"Đường tình không rối, nhưng lòng ta lại rối bời!\", \"Nhện ơi, hãy dệt nhanh nhanh lên~~\",540,755},<enter>};<enter>local nCount = EventManager:GetTask(122);<enter>local nLevel = nCount + 1;<enter>if nLevel > 5 then<enter> nLevel = 5;<enter>end<enter>local nCR =  MathRandom(1,1000);<enter>local nSum = 0;<enter>local nL = 5;<enter>local nType = 4;<enter>if TimeFrame:GetState(\"OpenLevel99\") == 1 then<enter>     nType = 3;<enter>end<enter>for nT, tbI in ipairs(tbMsg) do<enter>  local ntmR = tbI[nType];<enter>  nSum = nSum + ntmR;<enter>  if nSum >= nCR then<enter>     nL = nT;<enter>     break;<enter>  end<enter>end<enter>local nR = MathRandom(1,100);<enter>if nCount > 7 then<enter>  nR = 1;<enter>  nL = 5;<enter>end<enter>if nR <= 40 then<enter>  EventManager:ExeFun(\"DelLinkUseItem\",\"Xóa\");<enter>  local szItem = string.format(\"18,1,386,%d\", nL);<enter>  EventManager:SetTask(122, 0);<enter>  EventManager:ExeFun(\"AddItem\",szItem,1,1,10080);<enter>  EventManager:ExeFun(\"SetMsg\",0,tbMsg[nL][1]);<enter>  EventManager:ExeFun(\"SetMsg\",2,tbMsg[nL][1]);<enter>  local szItemName = KItem.GetNameById(18,1,386,nL);<enter>  local szDialog = string.format(\"Nhận được 1 %s. Không biết đây có phải thứ công chúa cần không? Hãy đến Côn Lôn hỏi nàng xem!\",szItemName);<enter>  EventManager:ExeFun(\"SetMsg\",1,szDialog );<enter>  EventManager:ExeFun(\"AddBaseExp\",80,0);<enter>  return 0;<enter>end<enter>EventManager:SetTask(122, nCount+1);<enter>EventManager:ExeFun(\"SetMsg\",0,tbMsg[nLevel][2]);<enter>EventManager:ExeFun(\"SetMsg\",2,tbMsg[nLevel][2]);<enter>return 0;"												
33	8	Sử dụng Thất Sắc Hương xác định địa điểm			0	0												SetLuaScript:"local tbPos = {<enter> {1,1548,3114},<enter> {2,1801,3409},<enter> {3,1821,3153},<enter> {4,1561,3374},<enter> {5,1657,3232},<enter> {6,1549,3304},<enter> {7,1426,3201},<enter>};<enter>local nR = MathRandom(1,7);<enter>EventManager:SetTask(119,nR);<enter>local szMsg = string.format(\"Bạn phải đến %s (%s, %s) mới thắp hương được!\", GetMapNameFormId(nR), math.floor(tbPos[nR][2]/8),  math.floor(tbPos[nR][3]/16));<enter>EventManager:ExeFun(\"SetMsg\", 0, szMsg);<enter>EventManager:ExeFun(\"SetMsg\", 2, szMsg);<enter>return 0;<enter>"														
33	9	Sử dụng Hộp tinh nguyệt	item_useitem		0	0	Item:"xingyuexia",10080,1,0,""			CheckTaskCurTime:123,5,0,"Đã phát hiện tung tích Nhện 7 màu chưa? Tiếp tục tìm xem.",""	CheckLuaScript:"local tbPos = {<enter> {1,1548,3114},<enter> {2,1801,3409},<enter> {3,1821,3153},<enter> {4,1561,3374},<enter> {5,1657,3232},<enter> {6,1549,3304},<enter> {7,1426,3201},<enter>};<enter>local nMapId, nX, nY = me.GetWorldPos();<enter>local nR = MathRandom(1,7);<enter>local nGoMapId, nGoX, nGoY = unpack(tbPos[nR]);<enter>local szMsg = string.format(\"Nơi nào có Thất Sắc Hương ắt xuất hiện Nhện 7 màu, ví dụ %s (%s, %s), hãy mau tới đó!\", GetMapNameFormId(nGoMapId), math.floor(nGoX/8), math.floor(nGoY/16)); <enter>if not tbPos[nMapId] or ((nX - tbPos[nMapId][2])^2 + (nY - tbPos[nMapId][3])^2) >= 200 then<enter>  return 1,szMsg;<enter>end<enter>return 0;<enter>",""							SetTaskCurTime:123	SetLuaScript:"local tbMsg = <enter>{<enter>  [1]= \"Thoáng cái, Nhện đã biến mất trong lùm cây!\",<enter>  [2] = \"Bạn đưa tay ra bắt, Nhện hóa thành cầu vồng vuột khỏi tay bạn!\",<enter>  [3] = \"Bắt được rồi, nhưng xòe tay ra lại chẳng thấy gì!\",<enter>  [4] = \"Đừng nản chí, thế nào cũng sẽ bắt được Nhện 7 màu mà!\",<enter>};<enter>local szMsg2 = \"Lòng người cũng biến hóa khôn lường như Nhện 7 màu này vậy, không biết mạng nhện của nó sẽ như thế nào?\";<enter>local nCount = EventManager:GetTask(124);<enter>local nLevel = nCount + 1;<enter>if nLevel > 4 then<enter> nLevel = 4;<enter>end<enter>local nR = MathRandom(1,100);<enter>if nCount > 7 then<enter> nR = 1;<enter>end<enter>if nR <= 40 then<enter>  EventManager:ExeFun(\"DelLinkUseItem\",\"Xóa\");<enter>  local szItem = \"18,1,368,1\";<enter>  EventManager:SetTask(124, 0);<enter>  EventManager:ExeFun(\"AddItem\",szItem,1,1,0);<enter>  EventManager:ExeFun(\"SetMsg\",0,szMsg2);<enter>  EventManager:ExeFun(\"SetMsg\",2,szMsg2);<enter>  EventManager:ExeFun(\"AddBaseExp\",8,0);<enter>  return 0;<enter>end<enter>EventManager:SetTask(124, nCount+1);<enter>EventManager:ExeFun(\"SetMsg\",0,tbMsg[nLevel]);<enter>EventManager:ExeFun(\"SetMsg\",2,tbMsg[nLevel]);<enter>return 0;"													
33	10	Tìm hiểu hoạt động Thất Tịch	npc_getaward		0	0	Npc:3692	CreateLink:"Ngươi đến tìm ta chỉ để tìm hiều về Thất Tịch thôi sao? (Tỏ ra rất bực bội)."																								
33	11	Cách tham gia Thất Tịch			0	0	SetLink:10											SetMsg:1,"    Muốn tham gia hoạt động Thất Tịch, cần có tín vật <color=yellow>"Hoa Rượu"<color> và <color=yellow>"Thi Kiếm"<color>. Mỗi người được hoàn thành tối đa <color=yellow>10 lần<color>.<enter>    "Hoa Rượu" và "Thi Kiếm" có thể nhận được thông qua các hoạt động (Tống Kim, Bạch Hổ, Tiêu Dao Cốc, Thi đấu môn phái, Thương hội v.v..., tại các hoạt động này sẽ xuất hiện <color=yellow>npc Thất Tịch Thủy Ngưu<color>, đối thoại để nhận nguyên liệu.) Các đạo cụ "Hoa thất lăng", "Rượu thất vị", "Thất ngôn cổ thơ" và "Kiếm 7 tấc" nhận được thông qua kỹ năng sống.<enter>    Hoa thất lăng và Rượu thất vị chỉ <color=yellow>người chơi nam<color> được nhận, Thất ngôn cổ Thi Kiếm 7 tấc chỉ <color=yellow>người chơi nữ<color> được nhận. Sau khi chế được Hoa Rượu và Thi Kiếm, phải tổ đội với bằng hữu có độ thân mật từ <color=yellow>cấp 3<color> trở lên để tặng quà cho họ."														
33	12	Tìm hiểu nhiệm vụ Huyền Hương Bái Tinh			0	0	SetLink:10											SetMsg:1,"    Nếu ngươi có tín vật <color=yellow>"Hoa Rượu"<color> và <color=yellow>"Thi Kiếm"<color>, ta sẽ cho ngươi <color=yellow>7 nén Thất Sắc Hương<color>, chỉ cần đến điểm chỉ định tại các <color=yellow>Tân Thủ Thôn<color> để thắp hương là được."														
33	13	Tìm hiểu nhiệm vụ Nhện 7 màu			0	0	SetLink:10											SetMsg:1,"    Hoàn thành nhiệm vụ Huyền Hương Bái Tinh sẽ nhận được 1 Hộp tinh nguyệt, đem nó đến chỗ thắp hương để bắt 1 <color=yellow>Nhện 7 màu<color>, nuôi đến khi có được mạng nhện thì đem đến cho ta, phần thưởng sẽ căn cứ theo chất lượng mạnh nhện ngươi có được."														
