ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Chiến tràng lệnh bài ( phượng tường )				18	1	112	2									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Cao cấp câu hồn ngọc				18	1	146	3									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	150	Giang hồ uy vọng lệnh bài				18	1	236	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	180	Hồn thạch rương (100)				18	1	244	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Hồn thạch rương (1000)				18	1	244	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	100	Bí cảnh địa đồ				18	1	251	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	1	Cao cấp kỳ phúc lệnh bài				18	1	212	3									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Bang hội ngân đĩnh ( tiểu )				18	1	284	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Bang hội ngân đĩnh ( đại )				18	1	284	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Bang hội tiền thưởng lệnh bài				18	1	340	1									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Dạ minh châu · rương				18	1	382	1									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Vạn vật quy nguyên đan				18	1	384	1									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Linh chi tục mệnh hoàn · rương				18	1	241	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tuyết tham phản khí hoàn · rương				18	1	242	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Dao trì đại hoàn đan · rương				18	1	243	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Nghĩa quân bổ cấp bao				18	1	341	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	50	Vũ lâm liên đấu hắc thiết lệnh bài				18	1	215	1									43200		1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Vũ lâm liên đấu hoàng kim lệnh bài				18	1	215	4									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Bách bộ xuyên dương cung			18	1	263	1									43200			
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	200	Tần lăng · mạc kim phù				18	1	366	1									43200		
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Bát bảo tống				18	1	326	2									43200	1	1
44	Dân tộc đại đoàn viên hạnh vận tạp phiến	10	Thập cẩm bách quả tông				18	1	326	3									43200	1	1
45	Hoạt động thi đấu gia tộc kim bảo rương	1450	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
45	Hoạt động thi đấu gia tộc kim bảo rương	6000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
45	Hoạt động thi đấu gia tộc kim bảo rương	500	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
45	Hoạt động thi đấu gia tộc kim bảo rương	50	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
45	Hoạt động thi đấu gia tộc kim bảo rương	2000	Ngọc như ý				18	1	475	1											
46	Hoạt động thi đấu gia tộc ngân bảo rương	6380	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
46	Hoạt động thi đấu gia tộc ngân bảo rương	3000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
46	Hoạt động thi đấu gia tộc ngân bảo rương	200	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
46	Hoạt động thi đấu gia tộc ngân bảo rương	20	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
46	Hoạt động thi đấu gia tộc ngân bảo rương	400	Ngọc như ý				18	1	475	1											
47	Hoạt động thi đấu gia tộc đồng bảo rương	5690	Huyền tinh cấp 5（khóa）				18	1	114	5	0								43200		
47	Hoạt động thi đấu gia tộc đồng bảo rương	3000	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
47	Hoạt động thi đấu gia tộc đồng bảo rương	1000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
47	Hoạt động thi đấu gia tộc đồng bảo rương	100	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
47	Hoạt động thi đấu gia tộc đồng bảo rương	10	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
47	Hoạt động thi đấu gia tộc đồng bảo rương	200	Ngọc như ý				18	1	475	1											
48	Võ lâm đại hội vinh dự bảo rương	2000	Võ lâm đại hội anh hùng lệnh bài				18	1	487	1											1
48	Võ lâm đại hội vinh dự bảo rương	6900	Huyền tinh cấp 8				18	1	114	8	0								43200		
48	Võ lâm đại hội vinh dự bảo rương	1000	Huyền tinh cấp 9				18	1	114	9	0								43200		1
48	Võ lâm đại hội vinh dự bảo rương	100	Huyền tinh cấp 10				18	1	114	10	0								43200	1	1
49	Bí cảnh địa đồ sáo trang		Tửu rương (50 bình )				18	1	189	2									43200		
49	Bí cảnh địa đồ sáo trang		Tu luyện đan				18	1	258	1									43200		
49	Bí cảnh địa đồ sáo trang		Bí cảnh địa đồ				18	1	251	1									43200		
50	Bí cảnh địa đồ sáo trang（đại）		Tửu rương (50 bình )				18	1	189	2			2						43200		
50	Bí cảnh địa đồ sáo trang（đại）		Tu luyện đan				18	1	258	1			3						43200		
50	Bí cảnh địa đồ sáo trang（đại）		Bí cảnh địa đồ				18	1	251	1									43200		
51	Bí cảnh địa đồ sáo trang（đại）		Tửu rương (50 bình )				18	1	189	2			2					1	43200		
51	Bí cảnh địa đồ sáo trang（đại）		Tu luyện đan				18	1	258	1			3					1	43200		
51	Bí cảnh địa đồ sáo trang（đại）		Bí cảnh địa đồ				18	1	251	1								1	43200		
52	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	200	8888 Đồng khóa			8888												1			1
52	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	300	4888 Đồng khóa			4888												1			
52	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	3000	Lục thao tập chú				18	1	320	1								1	43200		1
52	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	4000	Ngũ hành hồn thạch				18	1	244	1			6					1			
52	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	2500	Bí cảnh sáo trang ( đại )				18	1	494	1								1	43200		1
53	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	2000	Đặc biệt đích tinh phách				18	1	544	2			5					1	43200		1
53	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	500	4888 Đồng khóa			4888												1			
53	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	4000	Chiến thư · du long mật thất ( rương )				18	1	524	2								1			
53	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	2000	Xuyên châu ngân thiếp				18	1	541	2			5					1			1
53	Hạnh vận trừu tưởng đồng bảo rương [ mở cấp 150 ]	1500	Bí cảnh sáo trang ( đại )				18	1	494	1								1	43200		1
54	Khóa phục Liên đấu lễ bao	6889	Huyền tinh cấp 5（khóa)				18	1	1	5	0	0						1			
54	Khóa phục Liên đấu lễ bao	3000	Huyền tinh cấp 6（khóa)				18	1	1	6	0	0						1			
54	Khóa phục Liên đấu lễ bao	100	Huyền tinh cấp 7（khóa)				18	1	1	7	0	0						1		1	1
54	Khóa phục Liên đấu lễ bao	10	Huyền tinh cấp 8（khóa)				18	1	1	8	0	0						1	43200	1	1
54	Khóa phục Liên đấu lễ bao	1	Huyền tinh cấp 9（khóa）				18	1	1	9	0	0						1	43200	1	1
54	Khóa phục Liên đấu lễ bao		Túi phúc hoàng kim				18	1	80	1	0	0						1			
54	Khóa phục Liên đấu lễ bao		Túi phúc hoàng kim				18	1	80	1	0	0						1			
55	Tân niên lễ vật [ tặng ]	668	Huyền tinh cấp 7				18	1	114	7	0	0							43200		
55	Tân niên lễ vật [ tặng ]	30	Huyền tinh cấp 8				18	1	114	8	0	0							43200		1
55	Tân niên lễ vật [ tặng ]	2	Huyền tinh cấp 9				18	1	114	9	0	0							43200	1	1
55	Tân niên lễ vật [ tặng ]	300	99999 bạc khóa	99999																	1
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	1000	Tài liệu đặc thù đồng hành（không khóa）				18	1	556	1	0										1
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	50	Đồng bạn đặc biệt tẩy tủy kinh				18	1	563	1	0								43200		
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	7639	Huyền tinh cấp 7（khóa）				18	1	114	7	0	0							43200		
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	1200	Huyền tinh cấp 8（khóa）				18	1	114	8	0	0							43200		1
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	100	Huyền tinh cấp 9（khóa）				18	1	114	9	0	0							43200	1	1
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	10	Huyền tinh cấp 10（khóa）				18	1	114	10	0	0							43200	1	1
56	Tranh tết thu thập thưởng cho bảo rương (mở ra đồng hành)	1	Tân niên đồng bạn（không khóa）				18	1	547	2	0										1
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	300	29999 bạc khóa	29999																	
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	215	Đồng bạn kinh nghiệm thư（không khóa）				18	1	543	1	0										
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	300	Huyền tinh cấp 6（khóa）				18	1	114	6	0	0							43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	100	Huyền tinh cấp 7（khóa）				18	1	114	7	0	0							43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	10	Huyền tinh cấp 8（khóa）				18	1	114	8	0	0							43200		1
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	1	Huyền tinh cấp 9（khóa）				18	1	114	9	0	0							43200	1	1
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	10	Mặt nạ Tân niên (nam)（không khóa）				1	13	33	1	0								43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	10	Mặt nạ Tân niên (nữ)（không khóa）				1	13	34	1	0								43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	50	Tân niên lễ vật（khóa）				18	1	551	1	0							1	43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	1	Tài liệu đặc thù đồng hành（không khóa）				18	1	556	1	0									1	1
57	Hoa đăng bảo rương [ mở ra đồng bạn ]	3	Đồng bạn phổ thông tẩy tủy kinh				18	1	562	1	0								43200		
57	Hoa đăng bảo rương [ mở ra đồng bạn ]		15 phút tiêu chuẩn cơ bản kinh nghiệm												15						
58	Tranh tết thu thập thưởng cho bảo rương (vị mở ra đồng hành)	859	Huyền tinh cấp 7（khóa）				18	1	114	7	0	0							43200		
58	Tranh tết thu thập thưởng cho bảo rương (vị mở ra đồng hành)	100	Huyền tinh cấp 8（khóa）				18	1	114	8	0	0							43200		1
58	Tranh tết thu thập thưởng cho bảo rương (vị mở ra đồng hành)	10	Huyền tinh cấp 9（khóa）				18	1	114	9	0	0							43200	1	1
58	Tranh tết thu thập thưởng cho bảo rương (vị mở ra đồng hành)	1	Huyền tinh cấp 10（khóa）				18	1	114	10	0	0							43200	1	1
58	Tranh tết thu thập thưởng cho bảo rương (vị mở ra đồng hành)	30	Nguyệt quế hoa（không khóa）				18	1	462	1	0										
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	2000	29999 bạc khóa	29999																	
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	3967	Huyền tinh cấp 5（khóa）				18	1	114	5	0	0							43200		
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	3000	Huyền tinh cấp 6（khóa）				18	1	114	6	0	0							43200		
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	300	Huyền tinh cấp 7（khóa）				18	1	114	7	0	0							43200		
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	30	Huyền tinh cấp 8（khóa）				18	1	114	8	0	0							43200		1
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	3	Huyền tinh cấp 9（khóa）				18	1	114	9	0	0							43200	1	1
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	100	Mặt nạ Tân niên (nam)（không khóa）				1	13	33	1	0								43200		
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	100	Mặt nạ Tân niên (nữ)（không khóa）				1	13	34	1	0								43200		
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]	500	Tân niên lễ vật（khóa）				18	1	551	1	0							1			
59	Hoa đăng bảo rương [ vị mở ra đồng bạn ]		15 phút tiêu chuẩn cơ bản kinh nghiệm												15						
60	Hoàng gia hỉ yến	660000	50000 bạc khóa	50000																	
60	Hoàng gia hỉ yến	280000	100000 bạc khóa	100000																	
60	Hoàng gia hỉ yến	50000	300000 bạc khóa	300000																	1
60	Hoàng gia hỉ yến	10000	500000 bạc khóa	500000																1	1
61	Vương hầu hỉ yến	216000	20000 bạc khóa	20000																	
61	Vương hầu hỉ yến	630000	50000 bạc khóa	50000																	
61	Vương hầu hỉ yến	140000	100000 bạc khóa	100000																	
61	Vương hầu hỉ yến	14000	300000 bạc khóa	300000																	1
62	Quý tộc hỉ yến	282000	20000 bạc khóa	20000																	
62	Quý tộc hỉ yến	630000	50000 bạc khóa	50000																	
62	Quý tộc hỉ yến	80000	100000 bạc khóa	100000																	
62	Quý tộc hỉ yến	8000	300000 bạc khóa	300000																	
63	Bình dân hỉ yến	456000	20000 bạc khóa	20000																	
63	Bình dân hỉ yến	500000	50000 bạc khóa	50000																	
63	Bình dân hỉ yến	40000	100000 bạc khóa	100000																	
63	Bình dân hỉ yến	4000	300000 bạc khóa	300000																	
64	Đồng tâm quả	8400	Huyền tinh cấp 7（khóa）				18	1	114	7	0							1	43200		
64	Đồng tâm quả	1500	Huyền tinh cấp 8（khóa）				18	1	114	8	0							1	43200		1
64	Đồng tâm quả	100	Huyền tinh cấp 9（khóa）				18	1	114	9	0							1	43200	1	1
65	Đồng tâm quả	8400	Huyền tinh cấp 8（khóa）				18	1	114	8	0							1	43200		1
65	Đồng tâm quả	1500	Huyền tinh cấp 9（khóa）				18	1	114	9	0							1	43200	1	1
65	Đồng tâm quả	100	Huyền tinh cấp 10（khóa）				18	1	114	10	0							1	43200	1	1
66	Hôn lễ hạnh vận luân bàn	8400	Huyền tinh cấp 7（khóa）				18	1	114	7	0							1	43200		
66	Hôn lễ hạnh vận luân bàn	1500	Huyền tinh cấp 8（khóa）				18	1	114	8	0							1	43200		1
66	Hôn lễ hạnh vận luân bàn	100	Huyền tinh cấp 9（khóa）				18	1	114	9	0							1	43200	1	1
67	Tài thần đại bảo rương	1200	Huyền tinh cấp 6				18	1	114	6	0								43200		
67	Tài thần đại bảo rương	100	Huyền tinh cấp 7				18	1	114	7	0								43200		1
67	Tài thần đại bảo rương	10	Huyền tinh cấp 8				18	1	114	8	0								43200	1	1
67	Tài thần đại bảo rương	1200	100000 bạc khóa	100000																	
67	Tài thần đại bảo rương	300	200000 bạc khóa	200000																	
67	Tài thần đại bảo rương	30	500000 bạc khóa	500000																	1
67	Tài thần đại bảo rương	10	1000000 bạc khóa	1000000																1	1
67	Tài thần đại bảo rương	5040	300 đồng khóa			300												1			
67	Tài thần đại bảo rương	1500	500 đồng khóa			500												1			
67	Tài thần đại bảo rương	500	1000 đồng khóa			1000												1			
67	Tài thần đại bảo rương	100	2000 đồng khóa			2000												1			1
67	Tài thần đại bảo rương	10	5000 đồng khóa			5000												1		1	1
68	Tài thần tiểu bảo rương	120	Huyền tinh cấp 6				18	1	114	6	0								43200		
68	Tài thần tiểu bảo rương	10	Huyền tinh cấp 7				18	1	114	7	0								43200		1
68	Tài thần tiểu bảo rương	1	Huyền tinh cấp 8				18	1	114	8	0								43200	1	1
68	Tài thần tiểu bảo rương	2379	10000 bạc khóa	10000																	
68	Tài thần tiểu bảo rương	300	20000 bạc khóa	20000																	
68	Tài thần tiểu bảo rương	30	50000 bạc khóa	50000																	
68	Tài thần tiểu bảo rương	10	100000 bạc khóa	100000																	1
68	Tài thần tiểu bảo rương	5040	30 đồng khóa			30												1			
68	Tài thần tiểu bảo rương	1500	50 đồng khóa			50												1			
68	Tài thần tiểu bảo rương	500	100 đồng khóa			100												1			
68	Tài thần tiểu bảo rương	100	200 đồng khóa			200												1			
68	Tài thần tiểu bảo rương	10	500 đồng khóa			500												1			1
69	Kiếm hiệp thế giới đại lễ bao		2010 đồng khóa			2010												1			1
69	Kiếm hiệp thế giới đại lễ bao		200000 bạc khóa	200000														1			1
69	Kiếm hiệp thế giới đại lễ bao		Ngựa cấp 60				1	12	3	2	0							1			1
69	Kiếm hiệp thế giới đại lễ bao		Kim sang dược ( trung )· rương				18	1	31	1	0							1			1
69	Kiếm hiệp thế giới đại lễ bao		Ngưng thần đan ( trung )· rương				18	1	32	1	0							1			
69	Kiếm hiệp thế giới đại lễ bao		Thừa tiên mật ( trung )· rương				18	1	33	1	0							1			
69	Kiếm hiệp thế giới đại lễ bao		Ngũ hành hồn thạch 5				18	1	205	1	0		5					1	30		
70	Khóa phục liên kết bảo rương	5000	Huyền tinh cấp 6				18	1	114	6	0							1			
70	Khóa phục liên kết bảo rương	3200	Huyền tinh cấp 7				18	1	114	7	0							1			1
70	Khóa phục liên kết bảo rương	500	Huyền tinh cấp 8				18	1	114	8	0							1			1
70	Khóa phục liên kết bảo rương	100	Huyền tinh cấp 9				18	1	114	9	0							1		1	
70	Khóa phục liên kết bảo rương	1000	999 Đồng khóa			999															
70	Khóa phục liên kết bảo rương	200	9999 Đồng khóa			9999														1	
71	Tổ tiên chi hồn hoàng kim bảo rương	1400	Huyền tinh cấp 6（khóa）				18	1	114	6	0										
71	Tổ tiên chi hồn hoàng kim bảo rương	5500	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
71	Tổ tiên chi hồn hoàng kim bảo rương	500	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
71	Tổ tiên chi hồn hoàng kim bảo rương	50	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
71	Tổ tiên chi hồn hoàng kim bảo rương	1000	Tổ tiên chi hồn				18	1	634	1											
71	Tổ tiên chi hồn hoàng kim bảo rương	2000	Ngọc như ý				18	1	475	1											
72	Tổ tiên chi hồn bạch ngân bảo rương	4080	Huyền tinh cấp 6（khóa）				18	1	114	6	0										
72	Tổ tiên chi hồn bạch ngân bảo rương	4300	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
72	Tổ tiên chi hồn bạch ngân bảo rương	200	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
72	Tổ tiên chi hồn bạch ngân bảo rương	20	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
72	Tổ tiên chi hồn bạch ngân bảo rương	1000	Tổ tiên chi hồn				18	1	634	1											
72	Tổ tiên chi hồn bạch ngân bảo rương	400	Ngọc như ý				18	1	475	1											
73	Tổ tiên chi hồn thanh đồng bảo rương	7190	Huyền tinh cấp 6（khóa）				18	1	114	6	0										
73	Tổ tiên chi hồn thanh đồng bảo rương	2000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
73	Tổ tiên chi hồn thanh đồng bảo rương	100	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
73	Tổ tiên chi hồn thanh đồng bảo rương	10	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
73	Tổ tiên chi hồn thanh đồng bảo rương	300	Tổ tiên chi hồn				18	1	634	1											
73	Tổ tiên chi hồn thanh đồng bảo rương	200	Ngọc như ý				18	1	475	1											
74	Chiến công lễ bao	8000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
74	Chiến công lễ bao	1000	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
74	Chiến công lễ bao	100	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200		1
74	Chiến công lễ bao	10	Huyền tinh cấp 10（khóa）				18	1	114	10	0								43200	1	1
74	Chiến công lễ bao	1000	Ngọc như ý（không khóa）				18	1	475	1	0								43200		
74	Chiến công lễ bao		10000000kinh nghiệm											10000000							
75	Chiến công lễ bao_vn	2330	1000000kinh nghiệm											1000000							
75	Chiến công lễ bao_vn	1250	2000000kinh nghiệm											2000000							
75	Chiến công lễ bao_vn	2000	60000  bạc khóa	60000																	
75	Chiến công lễ bao_vn	1000	100000  bạc khóa	100000																	
75	Chiến công lễ bao_vn	300	200000  bạc khóa	200000																	
75	Chiến công lễ bao_vn	2000	Huyền tinh cấp 6（khóa）				18	1	114	6	0								43200		
75	Chiến công lễ bao_vn	1000	Huyền tinh cấp 7（khóa）				18	1	114	7	0								43200		
75	Chiến công lễ bao_vn	100	Huyền tinh cấp 8（khóa）				18	1	114	8	0								43200		1
75	Chiến công lễ bao_vn	10	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	1
75	Chiến công lễ bao_vn	10	Trung cấp vũ lâm bí tịch (không khóa)				18	1	191	2	0								43200		1
76	Dương danh anh hùng bảo rương	1500	1000000  bạc khóa	1000000																	
76	Dương danh anh hùng bảo rương	1000	2000000  bạc khóa	2000000																	
76	Dương danh anh hùng bảo rương	2000	Huyền tinh cấp 9				18	1	114	9	0								43200	1	1
76	Dương danh anh hùng bảo rương	1200	Huyền tinh cấp 10				18	1	114	10	0								43200	1	1
76	Dương danh anh hùng bảo rương	800	Huyền tinh cấp 11				18	1	114	11	0								43200	1	1
76	Dương danh anh hùng bảo rương	500	Ma đao thạch rương cấp 10				18	1	72	10	0								43200	1	1
76	Dương danh anh hùng bảo rương	500	Hộ giáp phiến rương cấp 10				18	1	73	10	0								43200	1	1
76	Dương danh anh hùng bảo rương	500	Ngũ hành thạch rương cấp 10				18	1	74	10	0								43200	1	1
76	Dương danh anh hùng bảo rương	1000	Nghiễm hàn nguyệt quế hoa				18	1	462	1	0								43200	1	1
76	Dương danh anh hùng bảo rương	1000	Trung cấp vũ lâm bí tịch				18	1	191	2	0								43200	1	1
77	Túi phúc Huyền vũ	100	Huyền tinh cấp 9				18	1	1	9	0										
77	Túi phúc Huyền vũ	500	Trữ vật rương mở rộng lệnh bài				18	1	917	1	1							0			
77	Túi phúc Huyền vũ	200	Huyền tinh cấp 8				18	1	1	8	0										
77	Túi phúc Huyền vũ	400	Huyền tinh cấp 7				18	1	1	7	0										
77	Túi phúc Huyền vũ	800	Đặc hiệu bạch câu hoàn				18	1	71	4	1										
77	Túi phúc Huyền vũ	800	Bang hội ngân đĩnh ( tiểu )				18	1	918	1	1										
77	Túi phúc Huyền vũ	800	Cường hiệu bạch câu hoàn				18	1	71	4	1										
77	Túi phúc Huyền vũ	800	Kim tê (cấp 3 )				18	1	2	3	1										
77	Túi phúc Huyền vũ	800	Thiên nhãn phù				18	1	206	1	1										
77	Túi phúc Huyền vũ	800	Truyện thanh hải loa ( trung )				18	1	113	2	1										
77	Túi phúc Huyền vũ	800	Hoạt khí tán ( hồi 1500)				18	1	90	3	1										
77	Túi phúc Huyền vũ	800	Tinh khí tán ( hồi 1500)				18	1	89	3	1										
77	Túi phúc Huyền vũ	800	Càn khôn phù				18	1	85	1	1										
77	Túi phúc Huyền vũ	800	Cửu chuyển tục mệnh đan				18	1	24	1	1		5								
77	Túi phúc Huyền vũ	800	1000tiền  Đồng khóa			1000												1			
78	Túi phúc Bạch hổ	200	Trung cấp kỳ phúc lệnh bài				18	1	212	2	1										
78	Túi phúc Bạch hổ	500	Bạch hổ đường cao cấp lệnh bài				18	1	111	3	0		3								
78	Túi phúc Bạch hổ	500	Gia tộc triệu hoán lệnh bài				18	1	87	1	1										
78	Túi phúc Bạch hổ	800	Hình bộ lệnh bài				18	1	17	1	1										
78	Túi phúc Bạch hổ	800	Đặc hiệu bạch câu hoàn				18	1	71	4	1										
78	Túi phúc Bạch hổ	800	Bang hội ngân đĩnh ( tiểu )				18	1	918	1	1										
78	Túi phúc Bạch hổ	400	Kim điều				18	1	118	1	1										
78	Túi phúc Bạch hổ	400	Giang hồ uy vọng lệnh bài				18	1	236	1	0										
78	Túi phúc Bạch hổ	800	Thiên nhãn phù				18	1	206	1	1										
78	Túi phúc Bạch hổ	800	Truyện thanh hải loa ( trung )				18	1	113	2	1										
78	Túi phúc Bạch hổ	800	Hoạt khí tán ( hồi 1500)				18	1	90	3	1										
78	Túi phúc Bạch hổ	800	Tinh khí tán ( hồi 1500)				18	1	89	3	1										
78	Túi phúc Bạch hổ	800	Càn khôn phù				18	1	85	1	1										
78	Túi phúc Bạch hổ	800	Cửu chuyển tục mệnh đan				18	1	24	1	1		5								
78	Túi phúc Bạch hổ	800	Tửu rương (50 bình )				18	1	189	2	1										
79	Bình an sử giả bảo rương	6500	Huyền tinh cấp 9（khóa）				18	1	114	9	0								43200	1	
79	Bình an sử giả bảo rương	3000	Huyền tinh cấp 10（khóa）				18	1	114	10	0								43200	1	
79	Bình an sử giả bảo rương	500	Du long cổ tệ				18	1	553	1	0		10000							1	
80	Rương Anh Hùng Kiếm Thế	1500	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0							1	43200	0	0
80	Rương Anh Hùng Kiếm Thế	800	Huyền Tinh Vô Hạ (cấp 9)				18	1	114	9	0							1	43200	1	1
80	Rương Anh Hùng Kiếm Thế	200	Huyền Tinh Hoàn Mỹ (cấp 10)				18	1	114	10	0							1	43200	1	1
80	Rương Anh Hùng Kiếm Thế	50	Huyền Tinh Óng Ánh (cấp 11)				18	1	114	11	0							1	43200	1	1
80	Rương Anh Hùng Kiếm Thế	5	Huyền Tinh Trời Ban (cấp 12)				18	1	114	12	0							1	43200	1	1
80	Rương Anh Hùng Kiếm Thế	1500	100 Vạn Bạc Khóa	1000000																0	0
80	Rương Anh Hùng Kiếm Thế	800	250 Vạn Bạc Khóa	2500000																0	1
80	Rương Anh Hùng Kiếm Thế	400	500 Vạn Bạc Khóa	5000000																1	1
80	Rương Anh Hùng Kiếm Thế	436	30 Vạn Bạc		300000															0	0
80	Rương Anh Hùng Kiếm Thế	100	100 Vạn Bạc		1000000															0	1
80	Rương Anh Hùng Kiếm Thế	50	200 Vạn Bạc		2000000															1	1
80	Rương Anh Hùng Kiếm Thế	130	10 Vạn Đồng khóa			100000														1	1
80	Rương Anh Hùng Kiếm Thế	60	20 Vạn Đồng khóa			200000														1	1
80	Rương Anh Hùng Kiếm Thế	30	50 Vạn Đồng Khóa			500000														1	1
80	Rương Anh Hùng Kiếm Thế	1500	5.000.000 Điểm Kinh nghiệm											5000000						0	0
80	Rương Anh Hùng Kiếm Thế	1200	10.000.000 Điểm Kinh nghiệm											10000000						0	1
80	Rương Anh Hùng Kiếm Thế	600	50.000.000 Điểm Kinh nghiệm 											50000000						1	1
80	Rương Anh Hùng Kiếm Thế	600	100.000.000 Điểm Kinh nghiệm 											100000000						1	1
80	Rương Anh Hùng Kiếm Thế	100	Võ lâm mật tịch trung				18	1	191	2	0								43200	1	1
80	Rương Anh Hùng Kiếm Thế	100	Tẩy tủy kinh trung				18	1	192	2	0								43200	1	1
80	Rương Anh Hùng Kiếm Thế	50	Mã bài (Phiên Vũ -có kháng ) 30 ngày				1	12	20001	4	0								43200	1	1
